HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,HOME_TEAM_LAST_5_HOME_WINS,AWAY_TEAM_LAST_5_HOME_WINS,HOME_TEAM_LAST_5_HOME_DRAWS,AWAY_TEAM_LAST_5_HOME_DRAWS,HOME_TEAM_LAST_5_HOME_LOSSES,AWAY_TEAM_LAST_5_HOME_LOSSES,HOME_TEAM_LAST_5_AWAY_WINS,AWAY_TEAM_LAST_5_AWAY_WINS,HOME_TEAM_LAST_5_AWAY_DRAWS,AWAY_TEAM_LAST_5_AWAY_DRAWS,HOME_TEAM_LAST_5_AWAY_LOSSES,AWAY_TEAM_LAST_5_AWAY_LOSSES,HOME_TEAM_WINS_LAST_5,AWAY_TEAM_WINS_LAST_5,HOME_TEAM_DRAWS_LAST_5,AWAY_TEAM_DRAWS_LAST_5,HOME_TEAM_LOSSES_LAST_5,AWAY_TEAM_LOSSES_LAST_5,HOME_TEAM_GD_LAST_5,AWAY_TEAM_GD_LAST_5,HOME_TEAM_PTS,AWAY_TEAM_PTS,HOME_TEAM_POSITION,AWAY_TEAM_POSITION,HOME_TEAM_SHOTS_LAST_5,AWAY_TEAM_SHOTS_LAST_5,HOME_TEAM_SHOTS_ON_TARGET_LAST_5,AWAY_TEAM_SHOTS_ON_TARGET_LAST_5,H2H_HOME_TEAM_PTS,H2H_AWAY_TEAM_PTS,H2H_HOME_TEAM_GOALS,H2H_AWAY_TEAM_GOALS,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,DIFF_HA_H2H_PTS,DIFF_HA_H2H_GOALS,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Southampton,Stoke,2016/2017,2017-05-21,L Probert,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,-1.0,-3.0,46.0,41.0,8,14,60.0,66.0,15.0,18.0,4.0,4.0,2.0,2.0,-1.0,1.0,0.0,2.0,-1.0,-1.0,0.0,1.0,-1.0,2.0,5.0,-6,-6.0,-3.0,0.0,0.0,0,0,0,0,10,38,38,Home Loss,0.0,1.0,-1.0,1.0
Leicester,Stoke,2016/2017,2017-04-01,L Mason,3.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,-2.0,30.0,36.0,14,10,61.0,35.0,19.0,18.0,5.0,2.0,7.0,4.0,0.0,-2.0,2.0,-1.0,1.0,0.0,1.0,-1.0,0.0,2.0,-6.0,4,26.0,1.0,3.0,3.0,0,0,0,0,9,29,30,Home Win,2.0,0.0,2.0,2.0
Burnley,Stoke,2016/2017,2017-04-04,K Friend,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,-4.0,-5.0,32.0,36.0,15,12,57.0,38.0,13.0,16.0,0.0,3.0,0.0,2.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,0.0,1.0,-4.0,3,19.0,-3.0,-3.0,-2.0,0,0,1,0,9,31,31,Home Win,1.0,0.0,1.0,1.0
Bournemouth,Stoke,2016/2017,2017-05-06,P Tierney,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,-1.0,-2.0,41.0,40.0,11,12,59.0,66.0,21.0,17.0,3.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,0.0,-1.0,1.0,1.0,-1,-7.0,4.0,-3.0,-2.0,0,0,0,0,10,36,36,Draw,2.0,2.0,0.0,4.0
Watford,Stoke,2016/2017,2016-11-27,R Madley,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,-2.0,5.0,18.0,13.0,8,13,57.0,73.0,15.0,26.0,3.0,3.0,3.0,2.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-7.0,5.0,-5,-16.0,-11.0,0.0,1.0,0,0,0,0,4,13,13,Home Loss,0.0,1.0,-1.0,1.0
Liverpool,Man City,2016/2017,2016-12-31,C Pawson,4.0,1.0,1.0,3.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,6.0,2.0,40.0,39.0,2,3,74.0,76.0,20.0,27.0,6.0,0.0,7.0,1.0,3.0,-2.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,4.0,1.0,-1,-2.0,-7.0,6.0,6.0,1,1,0,0,5,19,19,Home Win,1.0,0.0,1.0,1.0
Arsenal,Man City,2016/2017,2017-04-02,A Marriner,4.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,2.0,4.0,0.0,-5.0,5.0,50.0,57.0,6,3,64.0,73.0,22.0,21.0,4.0,4.0,5.0,5.0,1.0,-2.0,1.0,-2.0,1.0,1.0,-2.0,-2.0,4.0,-10.0,-7.0,3,-9.0,1.0,0.0,0.0,1,1,0,0,9,28,29,Draw,2.0,2.0,0.0,4.0
Chelsea,Man City,2016/2017,2017-04-05,M Dean,4.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,4.0,69.0,58.0,1,3,82.0,70.0,29.0,21.0,3.0,6.0,3.0,7.0,1.0,-2.0,1.0,-1.0,1.0,0.0,1.0,-2.0,1.0,-1.0,11.0,-2,12.0,8.0,-3.0,-4.0,1,1,0,0,9,30,30,Home Win,2.0,1.0,1.0,3.0
Everton,Man City,2016/2017,2017-01-15,M Clattenburg,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,5.0,6.0,30.0,42.0,7,3,65.0,66.0,21.0,23.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,-2.0,0.0,2.0,-1.0,1.0,0.0,-1.0,-12.0,4,-1.0,-2.0,-3.0,-2.0,0,1,0,0,6,21,21,Home Win,4.0,0.0,4.0,4.0
Sunderland,Man City,2016/2017,2017-03-05,M Atkinson,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,-4.0,3.0,19.0,52.0,20,2,38.0,75.0,13.0,26.0,0.0,9.0,2.0,7.0,-2.0,1.0,1.0,-2.0,0.0,2.0,-2.0,0.0,2.0,-7.0,-33.0,18,-37.0,-13.0,-9.0,-5.0,0,1,0,0,8,27,26,Home Loss,0.0,2.0,-2.0,2.0
West Ham,Man City,2016/2017,2017-02-01,K Friend,3.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,5.0,-1.0,28.0,43.0,10,5,74.0,69.0,22.0,23.0,4.0,4.0,5.0,6.0,0.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,0.0,6.0,-15.0,5,5.0,-1.0,0.0,-1.0,0,1,0,0,7,23,23,Home Loss,0.0,4.0,-4.0,4.0
Southampton,Man City,2016/2017,2017-04-15,N Swarbrick,2.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,40.0,61.0,9,3,77.0,79.0,30.0,23.0,4.0,4.0,6.0,6.0,0.0,-2.0,2.0,-1.0,-1.0,2.0,2.0,-2.0,0.0,2.0,-21.0,6,-2.0,7.0,0.0,0.0,0,1,0,0,9,31,32,Home Loss,0.0,3.0,-3.0,3.0
Crystal Palace,Man City,2016/2017,2016-11-19,R Madley,1.0,3.0,1.0,2.0,3.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,-6.0,2.0,11.0,24.0,15,3,68.0,91.0,23.0,32.0,0.0,6.0,0.0,5.0,-2.0,-1.0,3.0,-2.0,1.0,1.0,-1.0,-2.0,3.0,-8.0,-13.0,12,-23.0,-9.0,-6.0,-5.0,0,1,0,0,4,12,12,Home Loss,1.0,2.0,-1.0,3.0
Hull,Man City,2016/2017,2016-12-26,R Madley,1.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,-5.0,0.0,12.0,36.0,20,3,57.0,81.0,22.0,26.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-3.0,0.0,3.0,-3.0,2.0,1.0,-5.0,-24.0,17,-24.0,-4.0,0.0,0.0,0,1,1,0,5,18,18,Home Loss,0.0,3.0,-3.0,3.0
Leicester,Man City,2016/2017,2016-12-10,M Oliver,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,-3.0,4.0,13.0,30.0,16,3,49.0,91.0,13.0,29.0,4.0,1.0,3.0,1.0,0.0,-1.0,1.0,-4.0,1.0,3.0,-3.0,1.0,2.0,-7.0,-17.0,13,-42.0,-16.0,3.0,2.0,0,1,0,0,5,15,15,Home Win,4.0,2.0,2.0,6.0
Burnley,Man City,2016/2017,2016-11-26,A Marriner,3.0,3.0,1.0,2.0,1.0,0.0,,4.0,,0.0,,1.0,2.0,2.0,1.0,3.0,2.0,0.0,-4.0,5.0,14.0,27.0,11,2,41.0,89.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,,,,0.0,-2.0,2.0,-9.0,-13.0,9,-48.0,-16.0,0.0,0.0,0,1,1,0,4,13,13,Home Loss,1.0,2.0,-1.0,3.0
Bournemouth,Man City,2016/2017,2017-02-13,N Swarbrick,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,-7.0,2.0,26.0,49.0,14,3,63.0,72.0,27.0,24.0,0.0,9.0,1.0,13.0,-2.0,1.0,1.0,-1.0,0.0,1.0,-3.0,1.0,2.0,-9.0,-23.0,11,-9.0,3.0,-9.0,-12.0,0,1,0,0,7,25,25,Home Loss,0.0,2.0,-2.0,2.0
Watford,Man City,2016/2017,2017-05-21,J Moss,3.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,3.0,0.0,2.0,5.0,0.0,-8.0,8.0,40.0,75.0,15,3,59.0,105.0,16.0,37.0,0.0,9.0,1.0,6.0,0.0,-2.0,2.0,-2.0,-2.0,4.0,-3.0,-2.0,5.0,-16.0,-35.0,12,-46.0,-21.0,-9.0,-5.0,0,1,0,0,10,38,38,Home Loss,0.0,5.0,-5.0,5.0
Middlesbrough,Man City,2016/2017,2017-04-30,K Friend,1.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,-6.0,4.0,27.0,65.0,19,4,48.0,91.0,18.0,30.0,1.0,1.0,1.0,1.0,-1.0,-1.0,2.0,-3.0,0.0,3.0,-1.0,-1.0,2.0,-10.0,-38.0,15,-43.0,-12.0,0.0,0.0,0,1,1,0,9,35,34,Draw,2.0,2.0,0.0,4.0
Liverpool,Swansea,2016/2017,2017-01-21,K Friend,4.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,4.0,5.0,-12.0,45.0,15.0,3,20,70.0,65.0,30.0,21.0,6.0,3.0,4.0,4.0,2.0,1.0,-3.0,1.0,1.0,-2.0,2.0,2.0,-4.0,17.0,30.0,-17,5.0,9.0,3.0,0.0,1,0,0,0,6,22,22,Home Loss,2.0,3.0,-1.0,5.0
West Brom,Swansea,2016/2017,2016-12-14,M Oliver,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,-3.0,20.0,12.0,9,18,55.0,44.0,17.0,18.0,1.0,4.0,1.0,2.0,2.0,0.0,-2.0,1.0,2.0,-3.0,1.0,0.0,-1.0,9.0,8.0,-9,11.0,-1.0,-3.0,-1.0,0,0,0,0,5,16,16,Home Win,3.0,1.0,2.0,4.0
Man City,Swansea,2016/2017,2017-02-05,M Dean,3.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,-4.0,46.0,21.0,4,16,64.0,54.0,21.0,20.0,7.0,1.0,6.0,3.0,1.0,1.0,-2.0,0.0,0.0,0.0,-1.0,1.0,0.0,4.0,25.0,-12,10.0,1.0,6.0,3.0,1,0,0,0,7,24,24,Home Win,2.0,1.0,1.0,3.0
Chelsea,Swansea,2016/2017,2017-02-25,N Swarbrick,5.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,7.0,-1.0,60.0,24.0,1,15,51.0,43.0,18.0,17.0,2.0,5.0,4.0,5.0,3.0,0.0,-3.0,1.0,1.0,-2.0,0.0,2.0,-2.0,8.0,36.0,-14,8.0,1.0,-3.0,-1.0,1,0,0,0,7,26,26,Home Win,3.0,1.0,2.0,4.0
Everton,Swansea,2016/2017,2016-11-19,M Atkinson,3.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,2.0,4.0,-4.0,-6.0,18.0,5.0,7,19,54.0,52.0,19.0,21.0,1.0,4.0,1.0,2.0,3.0,0.0,-3.0,1.0,1.0,-2.0,1.0,1.0,-2.0,2.0,13.0,-12,2.0,-2.0,-3.0,-1.0,0,0,0,0,4,12,12,Draw,1.0,1.0,0.0,2.0
Sunderland,Swansea,2016/2017,2017-05-13,A Marriner,0.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,-3.0,1.0,24.0,35.0,20,17,62.0,48.0,22.0,19.0,4.0,4.0,5.0,6.0,-3.0,1.0,2.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-4.0,-11.0,3,14.0,3.0,0.0,-1.0,0,0,0,0,10,36,37,Home Loss,0.0,2.0,-2.0,2.0
Man United,Swansea,2016/2017,2017-04-30,N Swarbrick,2.0,3.0,3.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,2.0,1.0,0.0,3.0,7.0,-2.0,64.0,31.0,5,18,60.0,46.0,22.0,15.0,6.0,3.0,6.0,4.0,-1.0,2.0,-1.0,4.0,1.0,-5.0,2.0,1.0,-3.0,9.0,33.0,-13,14.0,7.0,3.0,2.0,1,0,0,0,9,34,35,Draw,1.0,1.0,0.0,2.0
Tottenham,Swansea,2016/2017,2016-12-03,J Moss,3.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,-3.0,24.0,9.0,5,19,74.0,54.0,24.0,24.0,4.0,1.0,4.0,3.0,3.0,0.0,-3.0,2.0,2.0,-4.0,0.0,1.0,-1.0,3.0,15.0,-14,20.0,0.0,3.0,1.0,1,0,0,0,5,14,14,Home Win,5.0,0.0,5.0,5.0
West Ham,Swansea,2016/2017,2017-04-08,K Friend,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,5.0,3.0,-7.0,-4.0,33.0,28.0,16,18,65.0,63.0,22.0,18.0,4.0,4.0,5.0,5.0,-2.0,0.0,2.0,1.0,1.0,-2.0,-1.0,-1.0,2.0,-3.0,5.0,-2,2.0,4.0,0.0,0.0,0,0,0,0,9,32,32,Home Win,1.0,0.0,1.0,1.0
Crystal Palace,Swansea,2016/2017,2017-01-03,P Tierney,1.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,3.0,4.0,-4.0,-8.0,16.0,12.0,17,20,43.0,64.0,19.0,23.0,2.0,5.0,5.0,6.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,-1.0,2.0,-1.0,4.0,4.0,-3,-21.0,-4.0,-3.0,-1.0,0,0,0,0,6,20,20,Home Loss,1.0,2.0,-1.0,3.0
Hull,Swansea,2016/2017,2017-03-11,A Marriner,2.0,2.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,4.0,3.0,1.0,3.0,2.0,0.0,2.0,2.0,-2.0,1.0,21.0,27.0,19,16,47.0,51.0,15.0,23.0,3.0,0.0,2.0,0.0,0.0,2.0,-2.0,-2.0,1.0,1.0,-2.0,2.0,0.0,-3.0,-6.0,3,-4.0,-8.0,3.0,2.0,0,0,1,0,8,28,28,Home Win,2.0,1.0,1.0,3.0
Bournemouth,Swansea,2016/2017,2017-03-18,M Dean,1.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,-5.0,-1.0,30.0,27.0,15,17,59.0,51.0,23.0,21.0,7.0,1.0,8.0,4.0,-1.0,2.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,0.0,-4.0,3.0,-2,8.0,2.0,6.0,4.0,0,0,0,0,8,29,29,Home Win,2.0,0.0,2.0,2.0
Watford,Swansea,2016/2017,2017-04-15,L Mason,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,5.0,2.0,0.0,0.0,1.0,3.0,4.0,-3.0,-6.0,37.0,28.0,10,18,62.0,44.0,20.0,9.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-2.0,2.0,-1.0,-1.0,3.0,9.0,-8,18.0,11.0,0.0,0.0,0,0,0,0,9,32,33,Home Win,1.0,0.0,1.0,1.0
Middlesbrough,Swansea,2016/2017,2016-12-17,N Swarbrick,2.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,-4.0,-3.0,15.0,12.0,16,19,48.0,46.0,12.0,21.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,3.0,-3.0,-1.0,0.0,1.0,-1.0,3.0,-3,2.0,-9.0,0.0,0.0,0,0,1,0,5,17,17,Home Win,3.0,0.0,3.0,3.0
Liverpool,Chelsea,2016/2017,2017-01-31,M Clattenburg,3.0,5.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,3.0,8.0,45.0,55.0,4,1,75.0,60.0,31.0,21.0,7.0,1.0,6.0,3.0,-2.0,1.0,1.0,-2.0,2.0,0.0,-2.0,2.0,0.0,-5.0,-10.0,3,15.0,10.0,6.0,3.0,1,1,0,0,6,23,23,Draw,1.0,1.0,0.0,2.0
Stoke,Chelsea,2016/2017,2017-03-18,A Taylor,3.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,-2.0,5.0,36.0,66.0,9,1,42.0,59.0,19.0,19.0,4.0,4.0,4.0,5.0,-2.0,2.0,0.0,-1.0,-2.0,3.0,-1.0,-1.0,2.0,-7.0,-30.0,8,-17.0,0.0,0.0,-1.0,0,1,0,0,8,29,28,Home Loss,1.0,2.0,-1.0,3.0
West Brom,Chelsea,2016/2017,2017-05-12,M Oliver,1.0,4.0,0.0,0.0,4.0,1.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,-5.0,8.0,45.0,84.0,8,1,69.0,69.0,17.0,24.0,1.0,7.0,4.0,6.0,-3.0,0.0,3.0,-4.0,3.0,1.0,-4.0,1.0,3.0,-13.0,-39.0,7,0.0,-7.0,-6.0,-2.0,0,1,0,0,10,36,36,Home Loss,0.0,1.0,-1.0,1.0
Man City,Chelsea,2016/2017,2016-12-03,A Taylor,2.0,4.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,3.0,5.0,2.0,0.0,0.0,0.0,6.0,13.0,30.0,31.0,3,1,91.0,70.0,27.0,30.0,6.0,0.0,6.0,0.0,-2.0,3.0,-1.0,1.0,-1.0,0.0,-2.0,2.0,0.0,-7.0,-1.0,2,21.0,-3.0,6.0,6.0,1,1,0,0,5,14,14,Home Loss,1.0,3.0,-2.0,4.0
Everton,Chelsea,2016/2017,2017-04-30,J Moss,5.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,58.0,78.0,7,1,65.0,71.0,22.0,27.0,4.0,4.0,6.0,9.0,1.0,0.0,-1.0,-3.0,2.0,1.0,-1.0,2.0,-1.0,0.0,-20.0,6,-6.0,-5.0,0.0,-3.0,0,1,0,0,9,35,34,Home Loss,0.0,3.0,-3.0,3.0
Sunderland,Chelsea,2016/2017,2016-12-14,N Swarbrick,2.0,4.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,10.0,11.0,37.0,20,1,59.0,65.0,17.0,23.0,3.0,3.0,4.0,5.0,-2.0,1.0,1.0,-3.0,0.0,3.0,-2.0,0.0,2.0,-10.0,-26.0,19,-6.0,-6.0,0.0,-1.0,0,1,0,0,5,16,16,Home Loss,0.0,1.0,-1.0,1.0
Man United,Chelsea,2016/2017,2017-04-16,R Madley,1.0,4.0,4.0,0.0,0.0,1.0,4.0,3.0,1.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,1.0,5.0,4.0,57.0,75.0,5,1,88.0,78.0,28.0,31.0,2.0,5.0,1.0,5.0,-3.0,4.0,-1.0,1.0,-1.0,0.0,-2.0,3.0,-1.0,1.0,-18.0,4,10.0,-3.0,-3.0,-4.0,1,1,0,0,9,31,32,Home Win,2.0,0.0,2.0,2.0
Tottenham,Chelsea,2016/2017,2017-01-04,M Atkinson,4.0,5.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,9.0,8.0,39.0,49.0,4,1,105.0,76.0,33.0,25.0,2.0,5.0,3.0,4.0,-1.0,1.0,0.0,-4.0,2.0,2.0,-1.0,0.0,1.0,1.0,-10.0,3,29.0,8.0,-3.0,-1.0,1,1,0,0,6,20,20,Home Win,2.0,0.0,2.0,2.0
West Ham,Chelsea,2016/2017,2017-03-06,A Marriner,2.0,5.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,6.0,33.0,63.0,10,1,54.0,59.0,16.0,20.0,4.0,4.0,5.0,5.0,-3.0,1.0,2.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-6.0,-30.0,9,-5.0,-4.0,0.0,0.0,0,1,0,0,8,27,27,Home Loss,1.0,2.0,-1.0,3.0
Crystal Palace,Chelsea,2016/2017,2016-12-17,J Moss,1.0,4.0,0.0,0.0,4.0,1.0,1.0,5.0,1.0,0.0,3.0,0.0,1.0,5.0,1.0,0.0,3.0,0.0,0.0,6.0,15.0,40.0,17,1,50.0,63.0,19.0,20.0,3.0,3.0,2.0,4.0,-3.0,0.0,3.0,-4.0,1.0,3.0,-4.0,1.0,3.0,-6.0,-25.0,16,-13.0,-1.0,0.0,-2.0,0,1,0,0,5,17,17,Home Loss,0.0,1.0,-1.0,1.0
Leicester,Chelsea,2016/2017,2017-01-14,A Marriner,2.0,5.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,1.0,4.0,2.0,0.0,2.0,1.0,-2.0,5.0,21.0,49.0,15,1,55.0,75.0,22.0,25.0,4.0,4.0,3.0,5.0,-3.0,1.0,2.0,-4.0,2.0,2.0,-3.0,2.0,1.0,-7.0,-28.0,14,-20.0,-3.0,0.0,-2.0,0,1,0,0,6,21,21,Home Loss,0.0,3.0,-3.0,3.0
Burnley,Chelsea,2016/2017,2017-02-12,K Friend,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,-1.0,5.0,29.0,59.0,12,1,68.0,49.0,23.0,18.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,-3.0,-1.0,4.0,-1.0,-1.0,2.0,-6.0,-30.0,11,19.0,5.0,-3.0,-3.0,0,1,1,0,7,25,25,Draw,1.0,1.0,0.0,2.0
Bournemouth,Chelsea,2016/2017,2017-04-08,A Marriner,2.0,4.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,2.0,4.0,3.0,0.0,0.0,1.0,3.0,4.0,35.0,72.0,13,1,55.0,79.0,21.0,31.0,3.0,6.0,2.0,7.0,-2.0,1.0,1.0,-3.0,0.0,3.0,-2.0,3.0,-1.0,-1.0,-37.0,12,-24.0,-10.0,-3.0,-5.0,0,1,0,0,9,32,31,Home Loss,1.0,3.0,-2.0,4.0
Middlesbrough,Chelsea,2016/2017,2016-11-20,J Moss,1.0,4.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,1.0,0.0,1.0,16.0,11.0,25.0,17,2,45.0,86.0,16.0,37.0,0.0,0.0,0.0,0.0,-3.0,1.0,2.0,-2.0,2.0,0.0,-4.0,3.0,1.0,-15.0,-14.0,15,-41.0,-21.0,0.0,0.0,0,1,1,0,4,12,12,Home Loss,0.0,1.0,-1.0,1.0
Liverpool,Tottenham,2016/2017,2017-02-11,A Taylor,2.0,5.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,0.0,-3.0,7.0,46.0,50.0,5,2,79.0,67.0,32.0,23.0,3.0,3.0,2.0,2.0,-3.0,2.0,1.0,0.0,0.0,0.0,-3.0,1.0,2.0,-10.0,-4.0,3,12.0,9.0,0.0,0.0,1,1,0,0,7,25,25,Home Win,2.0,0.0,2.0,2.0
Man City,Tottenham,2016/2017,2017-01-21,A Marriner,3.0,5.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,13.0,42.0,45.0,5,2,66.0,96.0,21.0,33.0,0.0,9.0,2.0,8.0,-2.0,1.0,1.0,1.0,-1.0,0.0,-2.0,0.0,2.0,-13.0,-3.0,3,-30.0,-12.0,-9.0,-6.0,1,1,0,0,6,22,22,Draw,2.0,2.0,0.0,4.0
