HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,HOME_TEAM_LAST_5_HOME_WINS,AWAY_TEAM_LAST_5_HOME_WINS,HOME_TEAM_LAST_5_HOME_DRAWS,AWAY_TEAM_LAST_5_HOME_DRAWS,HOME_TEAM_LAST_5_HOME_LOSSES,AWAY_TEAM_LAST_5_HOME_LOSSES,HOME_TEAM_LAST_5_AWAY_WINS,AWAY_TEAM_LAST_5_AWAY_WINS,HOME_TEAM_LAST_5_AWAY_DRAWS,AWAY_TEAM_LAST_5_AWAY_DRAWS,HOME_TEAM_LAST_5_AWAY_LOSSES,AWAY_TEAM_LAST_5_AWAY_LOSSES,HOME_TEAM_WINS_LAST_5,AWAY_TEAM_WINS_LAST_5,HOME_TEAM_DRAWS_LAST_5,AWAY_TEAM_DRAWS_LAST_5,HOME_TEAM_LOSSES_LAST_5,AWAY_TEAM_LOSSES_LAST_5,HOME_TEAM_GD_LAST_5,AWAY_TEAM_GD_LAST_5,HOME_TEAM_PTS,AWAY_TEAM_PTS,HOME_TEAM_POSITION,AWAY_TEAM_POSITION,HOME_TEAM_SHOTS_LAST_5,AWAY_TEAM_SHOTS_LAST_5,HOME_TEAM_SHOTS_ON_TARGET_LAST_5,AWAY_TEAM_SHOTS_ON_TARGET_LAST_5,H2H_HOME_TEAM_PTS,H2H_AWAY_TEAM_PTS,H2H_HOME_TEAM_GOALS,H2H_AWAY_TEAM_GOALS,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,DIFF_HA_H2H_PTS,DIFF_HA_H2H_GOALS,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Middlesbrough,West Brom,2016/2017,2017-01-31,S Attwell,2.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,-4.0,0.0,20.0,32.0,16,8,42.0,35.0,8.0,14.0,1.0,1.0,0.0,0.0,-2.0,1.0,1.0,-1.0,1.0,0.0,-3.0,2.0,1.0,-4.0,-12.0,8,7.0,-6.0,0.0,0.0,0,0,1,0,6,23,23,Draw,1.0,1.0,0.0,2.0
Stoke,Watford,2016/2017,2017-01-03,N Swarbrick,2.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,3.0,3.0,-7.0,-5.0,21.0,22.0,14,12,44.0,40.0,19.0,17.0,6.0,3.0,3.0,3.0,-1.0,1.0,0.0,2.0,0.0,-2.0,-1.0,1.0,0.0,-2.0,-1.0,2,4.0,2.0,3.0,0.0,0,0,0,0,6,20,20,Home Win,2.0,0.0,2.0,2.0
West Brom,Watford,2016/2017,2016-12-03,G Scott,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,-4.0,17.0,18.0,9,8,53.0,64.0,15.0,15.0,1.0,4.0,0.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,4.0,-1.0,1,-11.0,0.0,-3.0,-1.0,0,0,0,0,5,14,14,Home Win,3.0,1.0,2.0,4.0
Man City,Watford,2016/2017,2016-12-14,K Friend,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,-2.0,-6.0,30.0,21.0,4,7,89.0,60.0,25.0,24.0,6.0,0.0,4.0,1.0,-2.0,2.0,0.0,3.0,-1.0,-2.0,0.0,1.0,-1.0,4.0,9.0,-3,29.0,1.0,6.0,3.0,1,0,0,0,5,16,16,Home Win,2.0,0.0,2.0,2.0
Arsenal,Watford,2016/2017,2017-01-31,A Marriner,5.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,4.0,4.0,0.0,1.0,3.0,0.0,2.0,8.0,-5.0,47.0,24.0,2,14,100.0,46.0,36.0,15.0,9.0,0.0,10.0,1.0,3.0,-1.0,-2.0,1.0,1.0,-2.0,4.0,-2.0,-2.0,13.0,23.0,-12,54.0,21.0,9.0,9.0,1,0,0,0,6,23,23,Home Loss,1.0,2.0,-1.0,3.0
Chelsea,Watford,2016/2017,2017-05-15,L Mason,4.0,3.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,4.0,7.0,-6.0,87.0,40.0,1,14,78.0,65.0,24.0,20.0,5.0,2.0,4.0,3.0,1.0,-1.0,0.0,4.0,0.0,-4.0,3.0,0.0,-3.0,13.0,47.0,-13,13.0,4.0,3.0,1.0,1,0,0,0,10,37,37,Home Win,4.0,3.0,1.0,7.0
Everton,Watford,2016/2017,2017-05-12,K Friend,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,-9.0,58.0,40.0,7,13,65.0,59.0,20.0,20.0,2.0,5.0,5.0,6.0,1.0,-1.0,0.0,0.0,3.0,-3.0,1.0,1.0,-2.0,9.0,18.0,-6,6.0,0.0,-3.0,-1.0,0,0,0,0,10,37,36,Home Win,1.0,0.0,1.0,1.0
Sunderland,Watford,2016/2017,2016-12-17,R Madley,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,-2.0,-3.0,11.0,21.0,20,10,58.0,54.0,16.0,18.0,1.0,4.0,2.0,3.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,-10.0,10,4.0,-2.0,-3.0,-1.0,0,0,0,0,5,17,17,Home Win,1.0,0.0,1.0,1.0
Man United,Watford,2016/2017,2017-02-11,R Madley,3.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,5.0,0.0,45.0,30.0,6,10,77.0,57.0,32.0,23.0,6.0,3.0,4.0,4.0,2.0,0.0,-2.0,2.0,1.0,-3.0,0.0,1.0,-1.0,5.0,15.0,-4,20.0,9.0,3.0,0.0,1,0,0,0,7,25,25,Home Win,2.0,0.0,2.0,2.0
Tottenham,Watford,2016/2017,2017-04-08,A Taylor,5.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,0.0,1.0,0.0,2.0,10.0,1.0,65.0,37.0,2,10,90.0,63.0,37.0,19.0,9.0,0.0,7.0,2.0,3.0,-2.0,-1.0,1.0,1.0,-2.0,3.0,-1.0,-2.0,9.0,28.0,-8,27.0,18.0,9.0,5.0,1,0,0,0,9,31,31,Home Win,4.0,0.0,4.0,4.0
Crystal Palace,Watford,2016/2017,2017-03-18,M Atkinson,1.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,-1.0,25.0,31.0,17,12,63.0,60.0,21.0,21.0,4.0,4.0,3.0,3.0,0.0,-3.0,3.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-6.0,5,3.0,0.0,0.0,0.0,0,0,0,0,8,28,28,Home Win,1.0,0.0,1.0,1.0
Hull,Watford,2016/2017,2017-04-22,R Madley,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,0.0,0.0,3.0,2.0,-5.0,-1.0,30.0,40.0,17,10,50.0,61.0,12.0,23.0,0.0,3.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-4.0,-10.0,7,-11.0,-11.0,-3.0,-1.0,0,0,1,0,9,34,33,Home Win,2.0,0.0,2.0,2.0
Leicester,Watford,2016/2017,2017-05-06,R East,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,-4.0,40.0,40.0,11,10,44.0,54.0,18.0,15.0,6.0,3.0,4.0,3.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,4.0,0.0,1,-10.0,3.0,3.0,1.0,0,0,0,0,10,35,35,Home Win,3.0,0.0,3.0,3.0
Bournemouth,Watford,2016/2017,2017-01-21,L Mason,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,2.0,3.0,3.0,-4.0,-6.0,25.0,23.0,11,14,48.0,45.0,26.0,16.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,-2.0,1.0,-1.0,0.0,2.0,2.0,-3,3.0,10.0,0.0,0.0,0,0,0,0,6,22,22,Draw,2.0,2.0,0.0,4.0
Liverpool,Sunderland,2016/2017,2016-11-26,A Taylor,4.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,3.0,8.0,-2.0,27.0,8.0,3,19,90.0,44.0,39.0,12.0,4.0,1.0,3.0,2.0,4.0,0.0,-4.0,2.0,0.0,-2.0,1.0,2.0,-3.0,10.0,19.0,-16,46.0,27.0,3.0,1.0,1,0,0,0,4,13,13,Home Win,2.0,0.0,2.0,2.0
West Brom,Sunderland,2016/2017,2017-01-21,C Pawson,4.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,3.0,3.0,-4.0,-6.0,29.0,15.0,8,19,31.0,54.0,10.0,19.0,5.0,2.0,2.0,1.0,1.0,-1.0,0.0,1.0,1.0,-2.0,1.0,-1.0,0.0,2.0,14.0,-11,-23.0,-9.0,3.0,1.0,0,0,0,0,6,22,22,Home Win,2.0,0.0,2.0,2.0
Arsenal,Sunderland,2016/2017,2017-05-16,R East,4.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,3.0,6.0,-2.0,69.0,24.0,5,20,54.0,66.0,23.0,22.0,7.0,1.0,7.0,2.0,4.0,-1.0,-3.0,1.0,0.0,-1.0,3.0,-1.0,-2.0,8.0,45.0,-15,-12.0,1.0,6.0,5.0,1,0,0,0,10,37,37,Home Win,2.0,0.0,2.0,2.0
Chelsea,Sunderland,2016/2017,2017-05-21,N Swarbrick,4.0,0.0,0.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,4.0,10.0,-4.0,90.0,24.0,1,20,97.0,58.0,33.0,20.0,6.0,3.0,6.0,4.0,4.0,-2.0,-2.0,3.0,0.0,-3.0,4.0,0.0,-4.0,14.0,66.0,-19,39.0,13.0,3.0,2.0,1,0,0,0,10,38,38,Home Win,5.0,1.0,4.0,6.0
Everton,Sunderland,2016/2017,2017-02-25,S Attwell,4.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,3.0,1.0,2.0,1.0,0.0,3.0,8.0,-4.0,41.0,19.0,7,20,58.0,42.0,30.0,15.0,6.0,3.0,9.0,5.0,3.0,-2.0,-1.0,1.0,2.0,-3.0,2.0,1.0,-3.0,12.0,22.0,-13,16.0,15.0,3.0,4.0,0,0,0,0,7,26,26,Home Win,2.0,0.0,2.0,2.0
Swansea,Sunderland,2016/2017,2016-12-10,C Pawson,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,3.0,1.0,0.0,3.0,2.0,-8.0,0.0,9.0,11.0,20,18,44.0,51.0,19.0,16.0,1.0,4.0,3.0,5.0,0.0,0.0,0.0,-1.0,1.0,0.0,-2.0,1.0,1.0,-8.0,-2.0,2,-7.0,3.0,-3.0,-2.0,0,0,0,0,5,15,15,Home Win,3.0,0.0,3.0,3.0
Man United,Sunderland,2016/2017,2016-12-26,M Atkinson,1.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0,3.0,4.0,-4.0,30.0,14.0,6,18,68.0,59.0,26.0,16.0,3.0,3.0,4.0,2.0,-1.0,3.0,-2.0,1.0,2.0,-3.0,1.0,2.0,-3.0,8.0,16.0,-12,9.0,10.0,0.0,2.0,1,0,0,0,5,18,18,Home Win,3.0,1.0,2.0,4.0
Crystal Palace,Sunderland,2016/2017,2017-02-04,A Marriner,1.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0,0.0,0.0,2.0,4.0,3.0,-5.0,-7.0,19.0,16.0,18,20,43.0,47.0,14.0,15.0,4.0,4.0,5.0,5.0,-1.0,-1.0,2.0,0.0,2.0,-2.0,1.0,-2.0,1.0,2.0,3.0,-2,-4.0,-1.0,0.0,0.0,0,0,0,0,7,24,24,Home Loss,0.0,4.0,-4.0,4.0
Hull,Sunderland,2016/2017,2017-05-06,N Swarbrick,4.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,1.0,1.0,2.0,4.0,0.0,-7.0,34.0,21.0,17,20,54.0,65.0,13.0,20.0,0.0,3.0,0.0,3.0,4.0,-1.0,-3.0,-1.0,0.0,1.0,2.0,0.0,-2.0,7.0,13.0,-3,-11.0,-7.0,-3.0,-3.0,0,0,1,0,10,36,35,Home Loss,0.0,2.0,-2.0,2.0
Leicester,Sunderland,2016/2017,2017-04-04,G Scott,3.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,4.0,5.0,-9.0,33.0,20.0,12,20,73.0,52.0,28.0,13.0,6.0,3.0,7.0,4.0,3.0,-2.0,-1.0,-1.0,2.0,-1.0,4.0,-1.0,-3.0,14.0,13.0,-8,21.0,15.0,3.0,3.0,0,0,0,0,9,30,30,Home Win,2.0,0.0,2.0,2.0
Burnley,Sunderland,2016/2017,2016-12-31,G Scott,4.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,-2.0,-4.0,20.0,14.0,14,18,49.0,60.0,19.0,19.0,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,-4,-11.0,0.0,0.0,0.0,0,0,1,0,5,19,19,Home Win,4.0,1.0,3.0,5.0
Watford,Sunderland,2016/2017,2017-04-01,L Probert,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,-3.0,-4.0,31.0,20.0,12,20,56.0,51.0,17.0,17.0,4.0,4.0,3.0,3.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,11.0,-8,5.0,0.0,0.0,0.0,0,0,0,0,9,29,29,Home Win,1.0,0.0,1.0,1.0
Middlesbrough,Sunderland,2016/2017,2017-04-26,M Dean,0.0,0.0,3.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,3.0,3.0,-7.0,-6.0,24.0,21.0,19,20,50.0,63.0,17.0,19.0,3.0,0.0,2.0,1.0,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,3.0,-1,-13.0,-2.0,3.0,1.0,0,0,1,0,9,34,33,Home Win,1.0,0.0,1.0,1.0
Liverpool,West Ham,2016/2017,2016-12-11,M Clattenburg,4.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,3.0,8.0,-7.0,30.0,12.0,4,17,97.0,49.0,39.0,13.0,0.0,6.0,0.0,5.0,3.0,-1.0,-2.0,2.0,1.0,-3.0,3.0,-1.0,-2.0,15.0,18.0,-13,48.0,26.0,-6.0,-5.0,1,0,0,0,5,15,15,Draw,2.0,2.0,0.0,4.0
Stoke,West Ham,2016/2017,2017-04-29,L Probert,3.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,2.0,4.0,2.0,-4.0,-3.0,39.0,38.0,12,14,57.0,55.0,15.0,18.0,5.0,2.0,3.0,2.0,2.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-2.0,2.0,-1.0,1.0,-2,2.0,-3.0,3.0,1.0,0,0,0,0,9,35,35,Draw,0.0,0.0,0.0,0.0
Arsenal,West Ham,2016/2017,2017-04-05,M Atkinson,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,4.0,-4.0,-4.0,51.0,33.0,6,14,52.0,71.0,20.0,22.0,4.0,4.0,8.0,6.0,2.0,0.0,-2.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,18.0,-8,-19.0,-2.0,0.0,2.0,1,0,0,0,9,29,31,Home Win,3.0,0.0,3.0,3.0
Sunderland,West Ham,2016/2017,2017-04-15,A Marriner,0.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,4.0,4.0,-8.0,-5.0,20.0,36.0,20,12,60.0,68.0,18.0,26.0,1.0,7.0,2.0,4.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-3.0,-16.0,8,-8.0,-8.0,-6.0,-2.0,0,0,0,0,9,32,33,Draw,2.0,2.0,0.0,4.0
Swansea,West Ham,2016/2017,2016-12-26,A Marriner,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,-6.0,-2.0,12.0,19.0,19,13,55.0,61.0,20.0,21.0,4.0,1.0,4.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,2.0,0.0,-2.0,2.0,-4.0,-7.0,6,-6.0,-1.0,3.0,3.0,0,0,0,0,5,18,18,Home Loss,1.0,4.0,-3.0,5.0
Man United,West Ham,2016/2017,2016-11-27,J Moss,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,-2.0,-1.0,19.0,11.0,7,17,81.0,65.0,25.0,15.0,1.0,4.0,2.0,3.0,-1.0,2.0,-1.0,1.0,1.0,-2.0,-1.0,2.0,-1.0,-1.0,8.0,-10,16.0,10.0,-3.0,-1.0,1,0,0,0,4,13,13,Draw,1.0,1.0,0.0,2.0
Tottenham,West Ham,2016/2017,2016-11-19,M Dean,3.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,21.0,11.0,5,16,81.0,73.0,27.0,14.0,3.0,3.0,4.0,2.0,1.0,1.0,-2.0,1.0,3.0,-4.0,-1.0,2.0,-1.0,2.0,10.0,-11,8.0,13.0,0.0,2.0,1,0,0,0,4,12,12,Home Win,3.0,2.0,1.0,5.0
Southampton,West Ham,2016/2017,2017-02-04,G Scott,3.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,-3.0,-2.0,27.0,28.0,13,11,72.0,66.0,18.0,16.0,6.0,3.0,5.0,2.0,0.0,0.0,0.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,-1.0,-1.0,2,6.0,2.0,3.0,3.0,0,0,0,0,7,24,24,Home Loss,1.0,3.0,-2.0,4.0
Hull,West Ham,2016/2017,2017-04-01,M Jones,3.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,-7.0,-3.0,24.0,33.0,18,14,55.0,75.0,16.0,22.0,0.0,3.0,0.0,1.0,2.0,1.0,-3.0,-2.0,0.0,2.0,1.0,-1.0,0.0,-4.0,-9.0,4,-20.0,-6.0,-3.0,-1.0,0,0,1,0,9,30,30,Home Win,2.0,1.0,1.0,3.0
Leicester,West Ham,2016/2017,2016-12-31,A Taylor,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,-2.0,1.0,17.0,22.0,16,10,60.0,69.0,25.0,26.0,4.0,1.0,4.0,3.0,0.0,-1.0,1.0,-1.0,-1.0,2.0,-2.0,0.0,2.0,-3.0,-5.0,6,-9.0,-1.0,3.0,1.0,0,0,0,0,5,19,19,Home Win,1.0,0.0,1.0,1.0
Burnley,West Ham,2016/2017,2017-05-21,R Madley,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,-3.0,-3.0,40.0,42.0,16,12,58.0,57.0,16.0,18.0,0.0,3.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,-2.0,2.0,0.0,-2.0,4,1.0,-2.0,-3.0,-1.0,0,0,1,0,10,38,38,Home Loss,1.0,2.0,-1.0,3.0
Bournemouth,West Ham,2016/2017,2017-03-11,R Madley,0.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,-8.0,-3.0,27.0,33.0,14,11,48.0,52.0,16.0,13.0,3.0,6.0,5.0,7.0,-2.0,1.0,1.0,-2.0,-1.0,3.0,-1.0,-1.0,2.0,-5.0,-6.0,3,-4.0,3.0,-3.0,-2.0,0,0,0,0,8,28,28,Home Win,3.0,2.0,1.0,5.0
Watford,West Ham,2016/2017,2017-02-25,C Pawson,2.0,3.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,30.0,32.0,13,10,57.0,55.0,24.0,17.0,6.0,3.0,7.0,5.0,-1.0,2.0,-1.0,-2.0,0.0,2.0,-1.0,1.0,0.0,-3.0,-2.0,3,2.0,7.0,3.0,2.0,0,0,0,0,7,26,26,Draw,1.0,1.0,0.0,2.0
Middlesbrough,West Ham,2016/2017,2017-01-21,M Atkinson,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,4.0,20.0,25.0,16,12,41.0,79.0,10.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-2.0,2.0,0.0,-3.0,-5.0,4,-38.0,-13.0,0.0,0.0,0,0,1,0,6,22,22,Home Loss,1.0,3.0,-2.0,4.0
Liverpool,Stoke,2016/2017,2016-12-27,M Oliver,3.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,37.0,21.0,2,12,81.0,57.0,21.0,20.0,6.0,0.0,5.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,4.0,16.0,-10,24.0,1.0,6.0,4.0,1,0,0,0,5,18,18,Home Win,4.0,1.0,3.0,5.0
West Brom,Stoke,2016/2017,2017-02-04,K Friend,4.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,33.0,29.0,8,9,48.0,56.0,18.0,21.0,7.0,1.0,4.0,2.0,2.0,-3.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,4.0,-1,-8.0,-3.0,6.0,2.0,0,0,0,0,7,24,24,Home Win,1.0,0.0,1.0,1.0
Man City,Stoke,2016/2017,2017-03-08,N Swarbrick,4.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,9.0,-2.0,55.0,35.0,2,9,76.0,51.0,28.0,24.0,6.0,3.0,8.0,3.0,2.0,-2.0,0.0,2.0,0.0,-2.0,2.0,0.0,-2.0,11.0,20.0,-7,25.0,4.0,3.0,5.0,1,0,0,0,8,27,28,Draw,0.0,0.0,0.0,0.0
Arsenal,Stoke,2016/2017,2016-12-10,L Mason,3.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,9.0,4.0,31.0,19.0,2,9,76.0,67.0,23.0,19.0,4.0,1.0,2.0,0.0,1.0,1.0,-2.0,2.0,-1.0,-1.0,0.0,1.0,-1.0,5.0,12.0,-7,9.0,4.0,3.0,2.0,1,0,0,0,5,15,15,Home Win,3.0,1.0,2.0,4.0
Chelsea,Stoke,2016/2017,2016-12-31,R Madley,5.0,3.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,2.0,0.0,2.0,8.0,-3.0,46.0,21.0,1,12,68.0,49.0,22.0,21.0,1.0,4.0,1.0,2.0,2.0,-1.0,-1.0,3.0,-1.0,-2.0,4.0,-2.0,-2.0,11.0,25.0,-11,19.0,1.0,-3.0,-1.0,1,0,0,0,5,19,19,Home Win,4.0,2.0,2.0,6.0
Sunderland,Stoke,2016/2017,2017-01-14,M Dean,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,-5.0,-3.0,15.0,24.0,19,10,48.0,49.0,19.0,19.0,4.0,4.0,3.0,3.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,-2.0,-9.0,9,-1.0,0.0,0.0,0.0,0,0,0,0,6,21,21,Home Loss,1.0,3.0,-2.0,4.0
Swansea,Stoke,2016/2017,2017-04-22,M Oliver,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,4.0,4.0,-6.0,-3.0,28.0,39.0,18,11,46.0,53.0,10.0,13.0,1.0,7.0,3.0,6.0,1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-3.0,-11.0,7,-7.0,-3.0,-6.0,-3.0,0,0,0,0,9,34,34,Home Win,2.0,0.0,2.0,2.0
Tottenham,Stoke,2016/2017,2017-02-26,J Moss,5.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,50.0,32.0,3,9,65.0,53.0,23.0,20.0,7.0,1.0,10.0,2.0,4.0,-4.0,0.0,1.0,2.0,-3.0,0.0,0.0,0.0,1.0,18.0,-6,12.0,3.0,6.0,8.0,1,0,0,0,7,26,26,Home Win,4.0,0.0,4.0,4.0
