HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Burnley,Crystal Palace,2018/2019,2019-03-02,L Probert,2.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,1,-29.0,0.0,0,0,0,0,8,29,29,Home Loss,1.0,3.0,-2.0,4.0
Brighton,Crystal Palace,2018/2019,2018-12-04,K Friend,2.0,0.0,-2.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,6.0,-3,-34.0,-4.0,0,0,0,0,5,15,15,Home Win,3.0,1.0,2.0,4.0
Liverpool,Burnley,2018/2019,2019-03-10,A Marriner,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,-2.0,9.0,40.0,-14,3.0,8.0,1,0,0,0,8,30,30,Home Win,4.0,2.0,2.0,6.0
Newcastle,Burnley,2018/2019,2019-02-26,C Pawson,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,-2.0,1.0,2.0,-2.0,2,17.0,3.0,0,0,0,0,7,28,28,Home Win,2.0,0.0,2.0,2.0
Arsenal,Burnley,2018/2019,2018-12-22,K Friend,2.0,1.0,-3.0,3.0,1.0,-4.0,2.0,1.0,-3.0,8.0,22.0,-13,32.0,7.0,1,0,0,0,5,18,18,Home Win,3.0,1.0,2.0,4.0
Chelsea,Burnley,2018/2019,2019-04-22,K Friend,2.0,0.0,-2.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,27.0,-9,30.0,7.0,1,0,0,0,9,35,35,Draw,2.0,2.0,0.0,4.0
Everton,Burnley,2018/2019,2019-05-03,C Kavanagh,0.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,10.0,-5,47.0,13.0,0,0,0,0,10,37,37,Home Win,2.0,0.0,2.0,2.0
Man United,Burnley,2018/2019,2019-01-29,J Moss,2.0,1.0,-3.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,9.0,22.0,-9,10.0,18.0,1,0,0,0,6,24,24,Draw,2.0,2.0,0.0,4.0
Tottenham,Burnley,2018/2019,2018-12-15,G Scott,2.0,-1.0,-1.0,3.0,-1.0,-2.0,3.0,-1.0,-2.0,9.0,24.0,-14,12.0,12.0,1,0,0,0,5,17,17,Home Win,1.0,0.0,1.0,1.0
Crystal Palace,Burnley,2018/2019,2018-12-01,L Probert,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,7.0,0.0,-1,16.0,5.0,0,0,0,0,5,14,14,Home Win,2.0,0.0,2.0,2.0
Leicester,Burnley,2018/2019,2018-11-10,M Dean,,,,1.0,0.0,-1.0,1.0,0.0,-1.0,10.0,8.0,-5,35.0,12.0,0,0,0,0,4,12,12,Draw,0.0,0.0,0.0,0.0
Bournemouth,Burnley,2018/2019,2019-04-06,M Atkinson,0.0,1.0,-1.0,0.0,-2.0,2.0,0.0,1.0,-1.0,0.0,5.0,-5,-12.0,4.0,0,0,0,0,9,33,33,Home Loss,1.0,3.0,-2.0,4.0
Watford,Burnley,2018/2019,2019-01-19,M Oliver,-1.0,1.0,0.0,0.0,2.0,-2.0,-1.0,2.0,-1.0,4.0,11.0,-8,-2.0,-2.0,0,0,0,0,6,23,23,Draw,0.0,0.0,0.0,0.0
Brighton,Burnley,2018/2019,2019-02-09,S Attwell,-2.0,2.0,0.0,0.0,-1.0,1.0,-2.0,-1.0,3.0,-6.0,3.0,-3,4.0,-2.0,0,0,0,0,7,26,26,Home Loss,1.0,3.0,-2.0,4.0
Huddersfield,Burnley,2018/2019,2019-01-02,M Dean,0.0,1.0,-1.0,1.0,-1.0,0.0,-2.0,0.0,2.0,-3.0,-5.0,3,3.0,2.0,0,0,0,0,6,21,21,Home Loss,1.0,2.0,-1.0,3.0
Liverpool,Watford,2018/2019,2019-02-27,G Scott,3.0,-1.0,-2.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,26.0,-6,25.0,14.0,1,0,0,0,7,28,28,Home Win,5.0,0.0,5.0,5.0
Man City,Watford,2018/2019,2019-03-09,P Tierney,3.0,-2.0,-1.0,1.0,-1.0,0.0,2.0,-1.0,-1.0,11.0,28.0,-6,57.0,22.0,1,0,0,0,8,30,30,Home Win,3.0,1.0,2.0,4.0
Chelsea,Watford,2018/2019,2019-05-05,P Tierney,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,18.0,-5,15.0,5.0,1,0,0,0,10,37,37,Home Win,3.0,0.0,3.0,3.0
Everton,Watford,2018/2019,2018-12-10,K Friend,2.0,1.0,-3.0,0.0,1.0,-1.0,2.0,1.0,-3.0,9.0,3.0,-5,12.0,3.0,0,0,0,0,5,16,16,Draw,2.0,2.0,0.0,4.0
Man United,Watford,2018/2019,2019-03-30,S Attwell,1.0,0.0,-1.0,4.0,-1.0,-3.0,0.0,1.0,-1.0,5.0,15.0,-3,32.0,6.0,1,0,0,0,8,31,31,Home Win,2.0,1.0,1.0,3.0
Tottenham,Watford,2018/2019,2019-01-30,G Scott,2.0,-1.0,-1.0,2.0,-2.0,0.0,2.0,-3.0,1.0,6.0,18.0,-4,10.0,14.0,1,0,0,0,6,24,24,Home Win,2.0,1.0,1.0,3.0
West Ham,Watford,2018/2019,2018-12-22,L Mason,2.0,0.0,-2.0,1.0,0.0,-1.0,3.0,-1.0,-2.0,9.0,0.0,1,-4.0,6.0,0,0,0,0,5,18,18,Home Loss,0.0,2.0,-2.0,2.0
Southampton,Watford,2018/2019,2018-11-10,S Hooper,-3.0,3.0,0.0,-1.0,0.0,1.0,-2.0,2.0,0.0,-8.0,-12.0,8,10.0,10.0,0,0,0,0,4,12,12,Draw,1.0,1.0,0.0,2.0
Crystal Palace,Watford,2018/2019,2019-01-12,P Tierney,0.0,1.0,-1.0,0.0,-2.0,2.0,1.0,-1.0,0.0,1.0,-7.0,6,4.0,-10.0,0,0,0,0,6,22,22,Home Loss,1.0,2.0,-1.0,3.0
Cardiff,Watford,2018/2019,2019-02-22,S Hooper,1.0,-1.0,0.0,-1.0,-1.0,2.0,0.0,-1.0,1.0,-2.0,-12.0,9,3.0,2.0,0,0,1,0,7,27,27,Home Loss,1.0,5.0,-4.0,6.0
Leicester,Watford,2018/2019,2018-12-01,G Scott,-2.0,2.0,0.0,2.0,-2.0,0.0,-1.0,2.0,-1.0,-2.0,-2.0,1,18.0,5.0,0,0,0,0,5,14,14,Home Win,2.0,0.0,2.0,2.0
Bournemouth,Watford,2018/2019,2019-01-02,D Coote,0.0,0.0,0.0,0.0,-2.0,2.0,-1.0,-2.0,3.0,-14.0,-2.0,3,-9.0,-8.0,0,0,0,0,6,21,21,Draw,3.0,3.0,0.0,6.0
Brighton,Watford,2018/2019,2019-02-02,S Hooper,1.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,-2.0,2.0,-3.0,-7.0,4,-4.0,3.0,0,0,0,0,7,25,25,Draw,0.0,0.0,0.0,0.0
Huddersfield,Watford,2018/2019,2019-04-20,R East,-2.0,-2.0,4.0,-1.0,-1.0,2.0,-2.0,0.0,2.0,-12.0,-32.0,11,1.0,-8.0,0,0,0,0,9,35,34,Home Loss,1.0,2.0,-1.0,3.0
Liverpool,Arsenal,2018/2019,2018-12-29,M Oliver,2.0,-2.0,0.0,3.0,-2.0,-1.0,3.0,-2.0,-1.0,12.0,13.0,-4,42.0,21.0,1,1,0,0,5,20,20,Home Win,5.0,1.0,4.0,6.0
Man City,Arsenal,2018/2019,2019-02-03,M Atkinson,-1.0,0.0,1.0,3.0,-2.0,-1.0,1.0,0.0,-1.0,7.0,9.0,-2,8.0,5.0,1,1,0,0,7,25,25,Home Win,3.0,1.0,2.0,4.0
Everton,Arsenal,2018/2019,2019-04-07,K Friend,-3.0,1.0,2.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-4.0,-20.0,7,0.0,6.0,0,1,0,0,9,33,32,Home Win,1.0,0.0,1.0,1.0
Wolves,Arsenal,2018/2019,2019-04-24,S Attwell,-2.0,2.0,0.0,-1.0,1.0,0.0,-2.0,2.0,0.0,-6.0,-18.0,3,-1.0,-9.0,0,1,1,0,9,35,35,Home Win,3.0,1.0,2.0,4.0
Man United,Arsenal,2018/2019,2018-12-05,A Marriner,-1.0,0.0,1.0,-2.0,0.0,2.0,0.0,-1.0,1.0,-3.0,-8.0,1,-10.0,9.0,1,1,0,0,5,15,15,Draw,2.0,2.0,0.0,4.0
Tottenham,Arsenal,2018/2019,2019-03-02,A Taylor,-2.0,0.0,2.0,3.0,-1.0,-2.0,-1.0,0.0,1.0,-5.0,4.0,-1,20.0,-2.0,1,1,0,0,8,29,29,Draw,1.0,1.0,0.0,2.0
West Ham,Arsenal,2018/2019,2019-01-12,J Moss,-1.0,-1.0,2.0,2.0,0.0,-2.0,0.0,0.0,0.0,-1.0,-13.0,5,10.0,0.0,0,1,0,0,6,22,22,Home Win,1.0,0.0,1.0,1.0
Southampton,Arsenal,2018/2019,2018-12-16,C Kavanagh,-3.0,2.0,1.0,-3.0,-1.0,4.0,-3.0,0.0,3.0,-8.0,-25.0,15,4.0,4.0,0,1,0,0,5,17,17,Home Win,3.0,2.0,1.0,5.0
Leicester,Arsenal,2018/2019,2019-04-28,M Oliver,-2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,-2.0,6.0,-18.0,5,12.0,9.0,0,1,0,0,9,36,36,Home Win,3.0,0.0,3.0,3.0
Burnley,Arsenal,2018/2019,2019-05-12,M Dean,-2.0,0.0,2.0,1.0,0.0,-1.0,1.0,0.0,-1.0,6.0,-27.0,10,-30.0,-7.0,0,1,0,0,10,38,38,Home Loss,1.0,3.0,-2.0,4.0
Bournemouth,Arsenal,2018/2019,2018-11-25,C Pawson,-2.0,1.0,1.0,0.0,-1.0,1.0,0.0,-2.0,2.0,-1.0,-4.0,2,7.0,3.0,0,1,0,0,4,13,13,Home Loss,1.0,2.0,-1.0,3.0
Watford,Arsenal,2018/2019,2019-04-15,C Pawson,-2.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,-11.0,-17.0,3,-5.0,5.0,0,1,0,0,9,33,33,Home Loss,0.0,1.0,-1.0,1.0
Brighton,Arsenal,2018/2019,2018-12-26,A Taylor,0.0,-1.0,1.0,0.0,-2.0,2.0,-1.0,-1.0,2.0,-5.0,-16.0,9,-15.0,-6.0,0,1,0,0,5,19,19,Draw,1.0,1.0,0.0,2.0
Huddersfield,Arsenal,2018/2019,2019-02-09,J Moss,-5.0,0.0,5.0,0.0,0.0,0.0,-3.0,1.0,2.0,-13.0,-36.0,14,-16.0,-12.0,0,1,0,0,7,26,26,Home Loss,1.0,2.0,-1.0,3.0
Liverpool,Bournemouth,2018/2019,2019-02-09,A Taylor,1.0,0.0,-1.0,4.0,0.0,-4.0,0.0,1.0,-1.0,-1.0,29.0,-9,-15.0,-6.0,1,0,0,0,7,26,26,Home Win,3.0,0.0,3.0,3.0
Newcastle,Bournemouth,2018/2019,2018-11-10,L Probert,-2.0,-2.0,4.0,,,,-2.0,0.0,2.0,-10.0,-14.0,11,1.0,-9.0,0,0,0,0,4,12,12,Home Win,2.0,1.0,1.0,3.0
Man City,Bournemouth,2018/2019,2018-12-01,S Attwell,3.0,-2.0,-1.0,1.0,2.0,-3.0,4.0,-1.0,-3.0,17.0,15.0,-7,16.0,12.0,1,0,0,0,5,14,14,Home Win,3.0,1.0,2.0,4.0
Arsenal,Bournemouth,2018/2019,2019-02-27,C Kavanagh,2.0,-1.0,-1.0,0.0,1.0,-1.0,2.0,-1.0,-1.0,3.0,19.0,-5,0.0,1.0,1,0,0,0,7,28,28,Home Win,5.0,1.0,4.0,6.0
Everton,Bournemouth,2018/2019,2019-01-13,A Taylor,-1.0,2.0,-1.0,1.0,1.0,-2.0,0.0,-1.0,1.0,4.0,0.0,1,-11.0,-8.0,0,0,0,0,6,22,22,Home Win,2.0,0.0,2.0,2.0
Wolves,Bournemouth,2018/2019,2018-12-15,S Hooper,0.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,1.0,-2.0,6.0,-1.0,2,15.0,6.0,0,0,1,0,5,17,17,Home Win,2.0,0.0,2.0,2.0
Man United,Bournemouth,2018/2019,2018-12-30,L Mason,2.0,1.0,-3.0,0.0,2.0,-2.0,1.0,1.0,-2.0,15.0,6.0,-6,14.0,25.0,1,0,0,0,5,20,20,Home Win,4.0,1.0,3.0,5.0
Tottenham,Bournemouth,2018/2019,2018-12-26,C Kavanagh,3.0,-1.0,-2.0,2.0,0.0,-2.0,2.0,0.0,-2.0,12.0,16.0,-5,18.0,16.0,1,0,0,0,5,19,19,Home Win,5.0,0.0,5.0,5.0
Southampton,Bournemouth,2018/2019,2019-04-27,G Scott,2.0,-2.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,-4.0,2,-2.0,-3.0,0,0,0,0,9,36,36,Draw,3.0,3.0,0.0,6.0
Crystal Palace,Bournemouth,2018/2019,2019-05-12,R East,1.0,-1.0,0.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,-2.0,1.0,-1,-13.0,-7.0,0,0,0,0,10,38,38,Home Win,5.0,3.0,2.0,8.0
Cardiff,Bournemouth,2018/2019,2019-02-02,J Moss,-1.0,0.0,1.0,1.0,1.0,-2.0,-1.0,0.0,1.0,-7.0,-14.0,10,-21.0,-24.0,0,0,1,0,7,25,25,Home Win,2.0,0.0,2.0,2.0
Leicester,Bournemouth,2018/2019,2019-03-30,L Mason,0.0,-2.0,2.0,0.0,1.0,-1.0,2.0,-2.0,0.0,3.0,3.0,-2,46.0,6.0,0,0,0,0,8,32,32,Home Win,2.0,0.0,2.0,2.0
Brighton,Bournemouth,2018/2019,2019-04-13,K Friend,-1.0,-1.0,2.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-5.0,2,13.0,0.0,0,0,0,0,9,32,34,Home Loss,0.0,5.0,-5.0,5.0
Huddersfield,Bournemouth,2018/2019,2019-03-09,A Taylor,-2.0,-2.0,4.0,0.0,1.0,-1.0,1.0,-1.0,0.0,2.0,-20.0,8,0.0,4.0,0,0,0,0,8,30,30,Home Loss,0.0,2.0,-2.0,2.0
Fulham,Southampton,2018/2019,2018-11-24,M Oliver,1.0,-2.0,1.0,-1.0,0.0,1.0,0.0,-3.0,3.0,-4.0,-3.0,2,-15.0,-11.0,0,0,1,0,4,13,13,Home Win,3.0,2.0,1.0,5.0
Newcastle,Southampton,2018/2019,2019-04-20,A Taylor,2.0,-1.0,-1.0,-2.0,1.0,1.0,-1.0,1.0,0.0,-2.0,2.0,0,13.0,6.0,0,0,0,0,9,35,34,Home Win,3.0,1.0,2.0,4.0
Arsenal,Southampton,2018/2019,2019-02-24,G Scott,3.0,-1.0,-2.0,-2.0,-1.0,3.0,1.0,-2.0,1.0,0.0,26.0,-12,-4.0,-5.0,1,0,0,0,7,27,27,Home Win,2.0,0.0,2.0,2.0
Chelsea,Southampton,2018/2019,2019-01-02,J Moss,2.0,-2.0,0.0,2.0,0.0,-2.0,2.0,0.0,-2.0,5.0,28.0,-14,4.0,-2.0,1,0,0,0,6,21,21,Draw,0.0,0.0,0.0,0.0
Man United,Southampton,2018/2019,2019-03-02,S Attwell,2.0,1.0,-3.0,3.0,-2.0,-1.0,2.0,0.0,-2.0,7.0,28.0,-11,11.0,6.0,1,0,0,0,8,29,29,Home Win,3.0,2.0,1.0,5.0
Tottenham,Southampton,2018/2019,2018-12-05,A Taylor,3.0,-3.0,0.0,5.0,-1.0,-4.0,3.0,-3.0,0.0,7.0,21.0,-14,-29.0,-2.0,1,0,0,0,5,15,15,Home Win,3.0,1.0,2.0,4.0
West Ham,Southampton,2018/2019,2019-05-04,S Attwell,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,1.0,-2.0,8.0,-5,-12.0,-4.0,0,0,0,0,10,37,37,Home Win,3.0,0.0,3.0,3.0
Cardiff,Southampton,2018/2019,2018-12-08,J Moss,3.0,-3.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,6.0,2.0,-3,-15.0,-12.0,0,0,1,0,5,16,16,Home Win,1.0,0.0,1.0,1.0
Leicester,Southampton,2018/2019,2019-01-12,M Oliver,1.0,-2.0,1.0,1.0,1.0,-2.0,1.0,-1.0,0.0,1.0,15.0,-11,7.0,-3.0,0,0,0,0,6,22,22,Home Loss,1.0,2.0,-1.0,3.0
Burnley,Southampton,2018/2019,2019-02-02,A Taylor,1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,4.0,0.0,-1,18.0,3.0,0,0,0,0,7,25,25,Draw,1.0,1.0,0.0,2.0
Watford,Southampton,2018/2019,2019-04-23,M Dean,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,13.0,-9,0.0,9.0,0,0,0,0,9,35,35,Draw,1.0,1.0,0.0,2.0
Brighton,Southampton,2018/2019,2019-03-30,M Oliver,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,0.0,3.0,-3,13.0,-2.0,0,0,0,0,8,30,31,Home Loss,0.0,1.0,-1.0,1.0
Huddersfield,Southampton,2018/2019,2018-12-22,S Attwell,1.0,-3.0,2.0,1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,-2.0,2,-12.0,-8.0,0,0,0,0,5,18,18,Home Loss,1.0,3.0,-2.0,4.0
Fulham,Leicester,2018/2019,2018-12-05,D Coote,1.0,-1.0,0.0,-2.0,-1.0,3.0,-1.0,-3.0,4.0,-10.0,-13.0,12,-26.0,-9.0,0,0,1,0,5,15,15,Draw,1.0,1.0,0.0,2.0
Liverpool,Leicester,2018/2019,2019-01-30,M Atkinson,3.0,-1.0,-2.0,2.0,-1.0,-1.0,2.0,0.0,-2.0,10.0,29.0,-8,-6.0,7.0,1,0,0,0,6,24,24,Draw,1.0,1.0,0.0,2.0
Man City,Leicester,2018/2019,2019-05-06,M Dean,2.0,0.0,-2.0,3.0,-1.0,-2.0,2.0,-1.0,-1.0,1.0,41.0,-7,12.0,-2.0,1,0,0,0,10,37,37,Home Win,1.0,0.0,1.0,1.0
Chelsea,Leicester,2018/2019,2018-12-22,L Probert,1.0,0.0,-1.0,1.0,-1.0,0.0,2.0,-2.0,0.0,3.0,15.0,-8,13.0,6.0,1,0,0,0,5,18,18,Home Loss,0.0,1.0,-1.0,1.0
Everton,Leicester,2018/2019,2019-01-01,M Atkinson,0.0,0.0,0.0,-1.0,-1.0,2.0,-1.0,1.0,0.0,-1.0,-1.0,3,0.0,0.0,0,0,0,0,6,21,21,Home Loss,0.0,1.0,-1.0,1.0
Wolves,Leicester,2018/2019,2019-01-19,C Kavanagh,0.0,-1.0,1.0,0.0,0.0,0.0,-2.0,1.0,1.0,-6.0,-2.0,2,-17.0,-10.0,0,0,1,0,6,23,23,Home Win,4.0,3.0,1.0,7.0
Tottenham,Leicester,2018/2019,2019-02-10,M Oliver,1.0,0.0,-1.0,2.0,-1.0,-1.0,3.0,-1.0,-2.0,7.0,25.0,-8,17.0,3.0,1,0,0,0,7,26,26,Home Win,3.0,1.0,2.0,4.0
West Ham,Leicester,2018/2019,2019-04-20,L Probert,0.0,1.0,-1.0,-2.0,0.0,2.0,-3.0,0.0,3.0,-13.0,-5.0,2,-20.0,-16.0,0,0,0,0,9,35,35,Draw,2.0,2.0,0.0,4.0
Crystal Palace,Leicester,2018/2019,2018-12-15,M Oliver,-1.0,0.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,2.0,-2.0,-10.0,7,18.0,5.0,0,0,0,0,5,17,17,Home Win,1.0,0.0,1.0,1.0
Burnley,Leicester,2018/2019,2019-03-16,M Oliver,2.0,1.0,-3.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,-8.0,6,-46.0,-10.0,0,0,0,0,8,31,31,Home Loss,1.0,2.0,-1.0,3.0
Watford,Leicester,2018/2019,2019-03-03,J Moss,1.0,2.0,-3.0,0.0,1.0,-1.0,1.0,0.0,-1.0,4.0,5.0,-4,-50.0,-12.0,0,0,0,0,8,29,29,Home Win,2.0,1.0,1.0,3.0
Brighton,Leicester,2018/2019,2018-11-24,C Kavanagh,1.0,0.0,-1.0,-2.0,1.0,1.0,2.0,-2.0,0.0,2.0,-3.0,2,-41.0,-8.0,0,0,0,0,4,13,13,Draw,1.0,1.0,0.0,2.0
Huddersfield,Leicester,2018/2019,2019-04-06,D Coote,-1.0,0.0,1.0,-1.0,0.0,1.0,-3.0,0.0,3.0,-10.0,-30.0,11,-19.0,-3.0,0,0,0,0,9,33,33,Home Loss,1.0,4.0,-3.0,5.0
Fulham,West Ham,2018/2019,2018-12-15,M Dean,-2.0,2.0,0.0,-2.0,-2.0,4.0,-2.0,0.0,2.0,-8.0,-12.0,9,4.0,-4.0,0,0,1,0,5,17,17,Home Loss,0.0,2.0,-2.0,2.0
Newcastle,West Ham,2018/2019,2018-12-01,P Tierney,0.0,-1.0,1.0,-1.0,1.0,0.0,2.0,-1.0,-1.0,5.0,0.0,1,11.0,-6.0,0,0,0,0,5,14,14,Home Loss,0.0,3.0,-3.0,3.0
Man City,West Ham,2018/2019,2019-02-27,S Attwell,2.0,-2.0,0.0,1.0,-1.0,0.0,3.0,-2.0,-1.0,15.0,29.0,-7,20.0,19.0,1,0,0,0,7,28,28,Home Win,1.0,0.0,1.0,1.0
Chelsea,West Ham,2018/2019,2019-04-08,C Kavanagh,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,-2.0,5.0,21.0,-7,56.0,12.0,1,0,0,0,9,33,33,Home Win,2.0,0.0,2.0,2.0
Wolves,West Ham,2018/2019,2019-01-29,D Coote,1.0,-1.0,0.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,-2,-11.0,-2.0,0,0,1,0,6,24,24,Home Win,3.0,0.0,3.0,3.0
Man United,West Ham,2018/2019,2019-04-13,G Scott,-1.0,1.0,0.0,4.0,-1.0,-3.0,1.0,0.0,-1.0,4.0,19.0,-5,22.0,9.0,1,0,0,0,9,33,34,Home Win,2.0,1.0,1.0,3.0
Tottenham,West Ham,2018/2019,2019-04-27,A Taylor,1.0,0.0,-1.0,1.0,-1.0,0.0,2.0,-1.0,-1.0,9.0,27.0,-8,41.0,11.0,1,0,0,0,9,36,36,Home Loss,0.0,1.0,-1.0,1.0
Southampton,West Ham,2018/2019,2018-12-27,C Pawson,-2.0,3.0,-1.0,-2.0,-1.0,3.0,-2.0,1.0,1.0,-6.0,-9.0,5,10.0,-6.0,0,0,0,0,5,19,19,Home Loss,1.0,2.0,-1.0,3.0
Crystal Palace,West Ham,2018/2019,2019-02-09,C Pawson,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,6.0,-6.0,2,23.0,10.0,0,0,0,0,7,26,26,Draw,1.0,1.0,0.0,2.0
Cardiff,West Ham,2018/2019,2019-03-09,G Scott,-1.0,-1.0,2.0,2.0,0.0,-2.0,0.0,-2.0,2.0,-9.0,-14.0,9,-1.0,0.0,0,0,1,0,8,30,30,Home Win,2.0,0.0,2.0,2.0
Burnley,West Ham,2018/2019,2018-12-30,D Coote,-2.0,0.0,2.0,-3.0,-1.0,4.0,-3.0,0.0,3.0,-12.0,-15.0,10,-24.0,-16.0,0,0,0,0,5,20,20,Home Win,2.0,0.0,2.0,2.0
Bournemouth,West Ham,2018/2019,2019-01-19,S Hooper,0.0,0.0,0.0,-3.0,-1.0,4.0,-1.0,0.0,1.0,-6.0,-4.0,4,7.0,4.0,0,0,0,0,6,23,23,Home Win,2.0,0.0,2.0,2.0
Watford,West Ham,2018/2019,2019-05-12,C Kavanagh,-1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,-5.0,1.0,-1,-9.0,-5.0,0,0,0,0,10,38,38,Home Loss,1.0,4.0,-3.0,5.0
Huddersfield,West Ham,2018/2019,2018-11-10,C Kavanagh,0.0,0.0,0.0,,,,-1.0,0.0,1.0,-7.0,-5.0,4,-7.0,-7.0,0,0,0,0,4,12,12,Draw,1.0,1.0,0.0,2.0
Fulham,Wolves,2018/2019,2018-12-26,A Marriner,-1.0,1.0,0.0,-2.0,-1.0,3.0,-3.0,2.0,1.0,-8.0,-15.0,10,10.0,1.0,0,0,1,1,5,19,19,Draw,1.0,1.0,0.0,2.0
Liverpool,Wolves,2018/2019,2019-05-12,M Atkinson,2.0,-2.0,0.0,2.0,1.0,-3.0,2.0,-1.0,-1.0,10.0,37.0,-5,1.0,9.0,1,0,0,1,10,38,38,Home Win,2.0,0.0,2.0,2.0
Newcastle,Wolves,2018/2019,2018-12-09,M Dean,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,3.0,-6.0,2,8.0,-1.0,0,0,0,1,5,16,16,Home Loss,1.0,2.0,-1.0,3.0
Man City,Wolves,2018/2019,2019-01-14,C Pawson,2.0,0.0,-2.0,1.0,-2.0,1.0,1.0,-1.0,0.0,3.0,21.0,-7,12.0,6.0,1,0,0,1,6,22,22,Home Win,3.0,0.0,3.0,3.0
Arsenal,Wolves,2018/2019,2018-11-11,S Attwell,2.0,-1.0,-1.0,,,,1.0,2.0,-3.0,9.0,8.0,-6,-16.0,-2.0,1,0,0,1,4,12,12,Draw,1.0,1.0,0.0,2.0
Chelsea,Wolves,2018/2019,2019-03-10,M Oliver,1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,-2.0,1.0,-5.0,13.0,-3,17.0,8.0,1,0,0,1,8,29,30,Draw,1.0,1.0,0.0,2.0
Everton,Wolves,2018/2019,2019-02-02,L Mason,-2.0,2.0,0.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,-1.0,-2.0,3,7.0,-5.0,0,0,0,1,7,25,25,Home Loss,1.0,3.0,-2.0,4.0
Tottenham,Wolves,2018/2019,2018-12-29,S Attwell,2.0,0.0,-2.0,3.0,-2.0,-1.0,2.0,-1.0,-1.0,12.0,19.0,-9,9.0,7.0,1,0,0,1,5,20,20,Home Loss,1.0,3.0,-2.0,4.0
Southampton,Wolves,2018/2019,2019-04-13,J Moss,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-14.0,8,12.0,4.0,0,0,0,1,9,33,33,Home Win,3.0,1.0,2.0,4.0
Cardiff,Wolves,2018/2019,2018-11-30,A Marriner,0.0,-1.0,1.0,-2.0,-1.0,3.0,2.0,-1.0,-1.0,4.0,-8.0,9,-13.0,-8.0,0,0,1,1,4,14,14,Home Win,2.0,1.0,1.0,3.0
Burnley,Wolves,2018/2019,2019-03-30,C Kavanagh,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-3.0,3.0,-7.0,-14.0,10,2.0,-1.0,0,0,0,1,8,32,31,Home Win,2.0,0.0,2.0,2.0
