HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Man City,Crystal Palace,2019/2020,2020-01-18,S Scott,2.0,-1.0,-1.0,1.0,-2.0,1.0,3.0,-3.0,0.0,9.0,18.0,-7,32.0,22.0,1,0,0,0,6,23,23,Draw,2.0,2.0,0.0,4.0
Aston Villa,Crystal Palace,2019/2020,2020-07-12,M Atkinson,-2.0,1.0,1.0,-2.0,2.0,0.0,-1.0,1.0,0.0,0.0,-15.0,5,4.0,0.0,0,0,1,0,0,35,35,Home Win,2.0,0.0,2.0,2.0
Chelsea,Crystal Palace,2019/2020,2019-11-09,M Dean,0.0,0.0,0.0,2.0,-1.0,-1.0,3.0,-1.0,-2.0,10.0,8.0,-5,34.0,26.0,1,0,0,0,4,12,12,Home Win,2.0,0.0,2.0,2.0
Everton,Crystal Palace,2019/2020,2020-02-08,D Coote,1.0,0.0,-1.0,1.0,-2.0,1.0,2.0,-1.0,-1.0,4.0,3.0,-5,19.0,12.0,0,0,0,0,7,26,26,Home Win,3.0,1.0,2.0,4.0
Norwich,Crystal Palace,2019/2020,2020-01-01,J Moss,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,-3.0,-14.0,11,10.0,8.0,0,0,1,0,6,21,21,Draw,1.0,1.0,0.0,2.0
Wolves,Crystal Palace,2019/2020,2020-07-20,P Bankes,1.0,1.0,-2.0,1.0,1.0,-2.0,2.0,1.0,-3.0,10.0,14.0,-8,-6.0,-3.0,0,0,0,0,0,37,37,Home Win,2.0,0.0,2.0,2.0
Southampton,Crystal Palace,2019/2020,2019-12-28,A Madley,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,2.0,-5.0,5,16.0,8.0,0,0,0,0,5,20,20,Draw,1.0,1.0,0.0,2.0
Leicester,Crystal Palace,2019/2020,2020-07-04,J Moss,0.0,1.0,-1.0,-1.0,1.0,0.0,-2.0,2.0,0.0,3.0,13.0,-9,26.0,6.0,0,0,0,0,0,33,33,Home Win,3.0,0.0,3.0,3.0
Burnley,Crystal Palace,2019/2020,2019-11-30,P Bankes,1.0,-1.0,0.0,-2.0,2.0,0.0,2.0,-1.0,-1.0,7.0,3.0,-7,9.0,10.0,0,0,0,0,4,14,14,Home Loss,0.0,2.0,-2.0,2.0
Bournemouth,Crystal Palace,2019/2020,2020-06-20,S Attwell,0.0,1.0,-1.0,-1.0,-3.0,4.0,-2.0,1.0,1.0,-4.0,-12.0,6,-10.0,1.0,0,0,0,0,11,30,30,Home Loss,0.0,2.0,-2.0,2.0
Watford,Crystal Palace,2019/2020,2019-12-07,M Atkinson,-1.0,2.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-3.0,-13.0,13,4.0,-1.0,0,0,0,0,5,16,16,Draw,0.0,0.0,0.0,0.0
Brighton,Crystal Palace,2019/2020,2020-02-29,M Atkinson,0.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,3.0,-2.0,2.0,-5.0,2,16.0,3.0,0,0,0,0,7,28,28,Home Loss,0.0,1.0,-1.0,1.0
Liverpool,Aston Villa,2019/2020,2020-07-05,P Tierney,4.0,-1.0,-3.0,3.0,-1.0,-2.0,2.0,-1.0,-1.0,4.0,59.0,-18,12.0,6.0,1,0,0,1,0,33,33,Home Win,2.0,0.0,2.0,2.0
Newcastle,Aston Villa,2019/2020,2020-06-24,C Kavanagh,0.0,1.0,-1.0,-1.0,1.0,0.0,2.0,0.0,-2.0,7.0,12.0,-7,17.0,7.0,0,0,0,1,11,31,31,Draw,1.0,1.0,0.0,2.0
Chelsea,Aston Villa,2019/2020,2019-12-04,C Kavanagh,1.0,-2.0,1.0,4.0,-1.0,-3.0,2.0,-1.0,-1.0,6.0,11.0,-11,30.0,8.0,1,0,0,1,5,15,15,Home Win,2.0,1.0,1.0,3.0
Everton,Aston Villa,2019/2020,2020-07-16,A Taylor,2.0,2.0,-4.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,15.0,-8,-8.0,0.0,0,0,0,1,0,36,36,Draw,1.0,1.0,0.0,2.0
Wolves,Aston Villa,2019/2020,2019-11-10,A Taylor,-1.0,1.0,0.0,0.0,3.0,-3.0,0.0,2.0,-2.0,3.0,2.0,-5,-23.0,-12.0,0,0,0,1,4,12,12,Home Win,2.0,1.0,1.0,3.0
Man United,Aston Villa,2019/2020,2019-12-01,C Pawson,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,2.0,-2.0,5.0,3.0,-6,5.0,6.0,1,0,0,1,5,14,14,Draw,2.0,2.0,0.0,4.0
West Ham,Aston Villa,2019/2020,2020-07-26,M Oliver,2.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,7.0,4.0,-3,26.0,9.0,0,0,0,1,0,38,38,Draw,1.0,1.0,0.0,2.0
Southampton,Aston Villa,2019/2020,2020-02-22,C Pawson,-1.0,1.0,0.0,3.0,-1.0,-2.0,1.0,-1.0,0.0,3.0,6.0,-5,2.0,9.0,0,0,0,1,7,27,27,Home Win,2.0,0.0,2.0,2.0
Leicester,Aston Villa,2019/2020,2020-03-09,M Oliver,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,4.0,25.0,-14,7.0,4.0,0,0,0,1,8,29,28,Home Win,4.0,0.0,4.0,4.0
Burnley,Aston Villa,2019/2020,2020-01-01,M Oliver,0.0,0.0,0.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,3.0,6.0,-6,-34.0,-5.0,0,0,0,1,6,21,21,Home Loss,1.0,2.0,-1.0,3.0
Bournemouth,Aston Villa,2019/2020,2020-02-01,A Taylor,-1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,2.0,-2.0,-2.0,1,-13.0,-6.0,0,0,0,1,7,25,25,Home Win,2.0,1.0,1.0,3.0
Watford,Aston Villa,2019/2020,2019-12-28,S Hooper,-1.0,2.0,-1.0,1.0,0.0,-1.0,0.0,2.0,-2.0,5.0,-5.0,1,-21.0,-2.0,0,0,0,1,5,20,20,Home Win,3.0,0.0,3.0,3.0
Brighton,Aston Villa,2019/2020,2020-01-18,A Madley,-1.0,2.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,7.0,3.0,-4,2.0,3.0,0,0,0,1,6,23,23,Draw,1.0,1.0,0.0,2.0
Sheffield United,Aston Villa,2019/2020,2019-12-14,P Bankes,0.0,-1.0,1.0,0.0,3.0,-3.0,0.0,2.0,-2.0,2.0,7.0,-10,-6.0,5.0,0,0,1,1,5,17,17,Home Win,2.0,0.0,2.0,2.0
Liverpool,Burnley,2019/2020,2020-07-11,D Coote,2.0,-2.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,6.0,43.0,-8,32.0,8.0,1,0,0,0,0,35,35,Draw,1.0,1.0,0.0,2.0
Newcastle,Burnley,2019/2020,2020-02-29,A Madley,0.0,0.0,0.0,-3.0,2.0,1.0,-3.0,1.0,2.0,-11.0,-6.0,4,-5.0,-12.0,0,0,0,0,7,28,28,Draw,0.0,0.0,0.0,0.0
Man City,Burnley,2019/2020,2020-06-22,A Marriner,2.0,0.0,-2.0,1.0,-1.0,0.0,1.0,-3.0,2.0,-2.0,21.0,-9,14.0,6.0,1,0,0,0,11,30,30,Home Win,5.0,0.0,5.0,5.0
Chelsea,Burnley,2019/2020,2020-01-11,K Friend,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,2.0,12.0,-10,27.0,13.0,1,0,0,0,6,22,22,Home Win,3.0,0.0,3.0,3.0
Everton,Burnley,2019/2020,2019-12-26,A Taylor,0.0,2.0,-2.0,-1.0,0.0,1.0,-1.0,2.0,-1.0,6.0,-5.0,5,18.0,5.0,0,0,0,0,5,19,19,Home Win,1.0,0.0,1.0,1.0
Norwich,Burnley,2019/2020,2020-07-18,K Friend,-1.0,-3.0,4.0,-2.0,-1.0,3.0,-2.0,-3.0,5.0,-13.0,-30.0,10,5.0,-7.0,0,0,1,0,0,37,37,Home Loss,0.0,2.0,-2.0,2.0
Man United,Burnley,2019/2020,2020-01-22,J Moss,2.0,2.0,-4.0,0.0,1.0,-1.0,2.0,0.0,-2.0,11.0,7.0,-8,19.0,20.0,1,0,0,0,6,24,24,Home Loss,0.0,2.0,-2.0,2.0
Tottenham,Burnley,2019/2020,2019-12-07,K Friend,0.0,2.0,-2.0,0.0,-1.0,1.0,0.0,2.0,-2.0,3.0,2.0,-5,9.0,0.0,1,0,0,0,5,16,16,Home Win,5.0,0.0,5.0,5.0
West Ham,Burnley,2019/2020,2020-07-08,M Oliver,-1.0,-1.0,2.0,-3.0,-1.0,4.0,-1.0,-1.0,2.0,-1.0,-15.0,6,10.0,0.0,0,0,0,0,0,34,34,Home Loss,0.0,1.0,-1.0,1.0
Southampton,Burnley,2019/2020,2020-02-15,S Hooper,0.0,1.0,-1.0,2.0,0.0,-2.0,1.0,-1.0,0.0,0.0,0.0,-1,16.0,16.0,0,0,0,0,7,26,26,Home Loss,1.0,2.0,-1.0,3.0
Crystal Palace,Burnley,2019/2020,2020-06-29,S Hooper,0.0,-1.0,1.0,0.0,1.0,-1.0,2.0,-2.0,0.0,2.0,0.0,1,-5.0,-7.0,0,0,0,0,11,32,32,Home Loss,0.0,1.0,-1.0,1.0
Bournemouth,Burnley,2019/2020,2019-12-21,M Atkinson,-1.0,2.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,1.0,-2.0,2,5.0,-3.0,0,0,0,0,5,18,18,Home Loss,0.0,1.0,-1.0,1.0
Watford,Burnley,2019/2020,2019-11-23,P Tierney,-3.0,3.0,0.0,0.0,-1.0,1.0,-1.0,3.0,-2.0,3.0,-7.0,8,-9.0,-12.0,0,0,0,0,4,13,13,Home Loss,0.0,3.0,-3.0,3.0
Liverpool,Chelsea,2019/2020,2020-07-22,A Marriner,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-2.0,30.0,-2,-6.0,1.0,1,1,0,0,0,37,37,Home Win,5.0,3.0,2.0,8.0
Newcastle,Chelsea,2019/2020,2020-01-18,C Kavanagh,0.0,1.0,-1.0,0.0,-1.0,1.0,-2.0,0.0,2.0,-10.0,-13.0,9,-25.0,-10.0,0,1,0,0,6,23,23,Home Win,1.0,0.0,1.0,1.0
Man City,Chelsea,2019/2020,2019-11-23,M Atkinson,2.0,-2.0,0.0,-1.0,0.0,1.0,-2.0,0.0,2.0,-7.0,-1.0,2,24.0,-9.0,1,1,0,0,4,13,13,Home Win,2.0,1.0,1.0,3.0
Arsenal,Chelsea,2019/2020,2019-12-29,C Pawson,-3.0,3.0,0.0,-2.0,2.0,0.0,-1.0,2.0,-1.0,0.0,-8.0,8,-30.0,-11.0,1,1,0,0,5,20,20,Home Loss,1.0,2.0,-1.0,3.0
Aston Villa,Chelsea,2019/2020,2020-06-21,P Tierney,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-1.0,3.0,-11.0,-22.0,15,-23.0,-11.0,0,1,1,0,11,30,30,Home Loss,1.0,2.0,-1.0,3.0
Everton,Chelsea,2019/2020,2019-12-07,C Pawson,-2.0,1.0,1.0,-3.0,0.0,3.0,-2.0,1.0,1.0,-7.0,-15.0,14,-22.0,-10.0,0,1,0,0,5,16,16,Home Win,3.0,1.0,2.0,4.0
Tottenham,Chelsea,2019/2020,2019-12-22,A Taylor,-1.0,2.0,-1.0,-2.0,1.0,1.0,3.0,0.0,-3.0,11.0,-3.0,1,-28.0,2.0,1,1,0,0,5,18,18,Home Loss,0.0,2.0,-2.0,2.0
West Ham,Chelsea,2019/2020,2020-07-01,M Atkinson,-2.0,1.0,1.0,-1.0,-3.0,4.0,-3.0,-1.0,4.0,-11.0,-27.0,14,-39.0,-18.0,0,1,0,0,0,32,32,Home Win,3.0,2.0,1.0,5.0
Crystal Palace,Chelsea,2019/2020,2020-07-07,D Coote,-1.0,-1.0,2.0,1.0,-1.0,0.0,-2.0,0.0,2.0,-13.0,-15.0,10,-45.0,-31.0,0,1,0,0,0,34,34,Home Loss,2.0,3.0,-1.0,5.0
Leicester,Chelsea,2019/2020,2020-02-01,L Mason,0.0,1.0,-1.0,2.0,-1.0,-1.0,1.0,-2.0,1.0,2.0,8.0,-1,-13.0,10.0,0,1,0,0,7,25,25,Draw,2.0,2.0,0.0,4.0
Bournemouth,Chelsea,2019/2020,2020-02-29,A Marriner,1.0,0.0,-1.0,-1.0,-2.0,3.0,1.0,-2.0,1.0,0.0,-18.0,12,-24.0,-5.0,0,1,0,0,7,28,28,Draw,2.0,2.0,0.0,4.0
Brighton,Chelsea,2019/2020,2020-01-01,S Attwell,-1.0,1.0,0.0,-2.0,1.0,1.0,-1.0,2.0,-1.0,2.0,-12.0,10,-5.0,8.0,0,1,0,0,6,21,21,Draw,1.0,1.0,0.0,2.0
Sheffield United,Chelsea,2019/2020,2020-07-11,A Marriner,1.0,0.0,-1.0,-1.0,0.0,1.0,-2.0,1.0,1.0,-8.0,-9.0,4,-51.0,-23.0,0,1,1,0,0,35,35,Home Win,3.0,0.0,3.0,3.0
Liverpool,Fulham,2020/2021,2021-03-07,K Friend,-1.0,-1.0,2.0,1.0,-3.0,2.0,-1.0,-2.0,3.0,-8.0,20.0,-10,-1.0,2.0,1,0,0,1,8,28,28,Home Loss,0.0,1.0,-1.0,1.0
Newcastle,Fulham,2020/2021,2020-12-19,G Scott,2.0,-1.0,-1.0,1.0,1.0,-2.0,1.0,-2.0,1.0,-2.0,8.0,-5,-1.0,0.0,0,0,0,1,5,13,14,Draw,1.0,1.0,0.0,2.0
West Brom,Fulham,2020/2021,2021-01-30,A Taylor,0.0,-3.0,3.0,0.0,-1.0,1.0,1.0,-3.0,2.0,-12.0,-2.0,1,-24.0,-4.0,0,0,1,1,6,21,20,Draw,2.0,2.0,0.0,4.0
Arsenal,Fulham,2020/2021,2021-04-18,C Pawson,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,2.0,-3.0,7.0,19.0,-8,6.0,1.0,1,0,0,1,9,32,33,Draw,1.0,1.0,0.0,2.0
Aston Villa,Fulham,2020/2021,2021-04-04,A Madley,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,1.0,-1.0,2.0,15.0,-9,4.0,0.0,0,0,0,1,9,29,31,Home Win,3.0,1.0,2.0,4.0
Chelsea,Fulham,2020/2021,2021-05-01,K Friend,1.0,1.0,-2.0,2.0,-1.0,-1.0,2.0,1.0,-3.0,8.0,31.0,-14,32.0,19.0,1,0,0,1,10,34,34,Home Win,2.0,0.0,2.0,2.0
Everton,Fulham,2020/2021,2021-02-14,A Madley,2.0,-1.0,-1.0,4.0,-3.0,-1.0,2.0,-1.0,-1.0,3.0,22.0,-13,-22.0,-1.0,0,0,0,1,7,22,23,Home Loss,0.0,2.0,-2.0,2.0
Man United,Fulham,2020/2021,2021-05-18,L Mason,2.0,0.0,-2.0,1.0,2.0,-3.0,2.0,0.0,-2.0,8.0,43.0,-16,15.0,11.0,1,0,0,1,10,37,37,Draw,1.0,1.0,0.0,2.0
Tottenham,Fulham,2020/2021,2021-01-13,P Tierney,3.0,-2.0,-1.0,1.0,0.0,-1.0,1.0,-2.0,1.0,2.0,18.0,-12,10.0,6.0,1,0,0,1,6,17,16,Draw,1.0,1.0,0.0,2.0
Southampton,Fulham,2020/2021,2021-05-15,C Pawson,1.0,2.0,-3.0,0.0,-2.0,2.0,1.0,0.0,-1.0,3.0,13.0,-4,-9.0,7.0,0,0,0,1,10,36,36,Home Win,3.0,1.0,2.0,4.0
Crystal Palace,Fulham,2020/2021,2021-02-28,A Taylor,2.0,-1.0,-1.0,0.0,-3.0,3.0,1.0,-2.0,1.0,-3.0,10.0,-5,-22.0,-3.0,0,0,0,1,7,26,26,Draw,0.0,0.0,0.0,0.0
Burnley,Fulham,2020/2021,2021-02-17,J Moss,2.0,-1.0,-1.0,0.0,-3.0,3.0,1.0,-2.0,1.0,0.0,8.0,-3,-13.0,0.0,0,0,0,1,7,24,24,Draw,1.0,1.0,0.0,2.0
Brighton,Fulham,2020/2021,2021-01-27,C Pawson,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,5.0,-1,-7.0,-4.0,0,0,0,1,6,20,19,Draw,0.0,0.0,0.0,0.0
Newcastle,Burnley,2021/2022,2021-12-04,P Tierney,-1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,2.0,-7.0,-3.0,2,3.0,-6.0,0,0,0,0,5,15,14,Home Win,1.0,0.0,1.0,1.0
Arsenal,Burnley,2021/2022,2022-01-23,D Coote,3.0,-3.0,0.0,2.0,-2.0,0.0,4.0,-2.0,-2.0,17.0,24.0,-13,37.0,25.0,1,0,0,0,6,21,18,Draw,0.0,0.0,0.0,0.0
Aston Villa,Burnley,2021/2022,2022-05-19,P Tierney,-2.0,1.0,1.0,1.0,0.0,-1.0,-1.0,2.0,-1.0,2.0,10.0,-6,-3.0,0.0,0,0,0,0,10,37,37,Draw,1.0,1.0,0.0,2.0
Norwich,Burnley,2021/2022,2022-04-10,M Oliver,0.0,1.0,-1.0,0.0,-2.0,2.0,-1.0,1.0,0.0,2.0,-6.0,2,12.0,6.0,0,0,1,0,9,31,30,Home Win,2.0,0.0,2.0,2.0
Wolves,Burnley,2021/2022,2021-12-01,J Brooks,2.0,-2.0,0.0,3.0,-2.0,-1.0,1.0,-1.0,0.0,0.0,11.0,-11,-9.0,-7.0,0,0,0,0,5,14,13,Draw,0.0,0.0,0.0,0.0
Man United,Burnley,2021/2022,2021-12-30,J Moss,1.0,-2.0,1.0,2.0,-2.0,0.0,3.0,-2.0,-1.0,4.0,17.0,-11,14.0,10.0,1,0,0,0,5,18,16,Home Win,3.0,1.0,2.0,4.0
Tottenham,Burnley,2021/2022,2022-05-15,K Friend,1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,1.0,0.0,2.0,31.0,-13,-19.0,-8.0,1,0,0,0,10,37,36,Home Win,1.0,0.0,1.0,1.0
West Ham,Burnley,2021/2022,2022-04-17,P Tierney,3.0,1.0,-4.0,0.0,-1.0,1.0,1.0,0.0,-1.0,6.0,27.0,-11,-1.0,5.0,0,0,0,0,9,33,31,Draw,1.0,1.0,0.0,2.0
Crystal Palace,Burnley,2021/2022,2022-02-26,J Moss,1.0,-3.0,2.0,-1.0,2.0,-1.0,-1.0,0.0,1.0,-3.0,9.0,-5,-14.0,0.0,0,0,0,0,7,27,24,Draw,1.0,1.0,0.0,2.0
Watford,Burnley,2021/2022,2022-04-30,C Pawson,-2.0,0.0,2.0,1.0,-1.0,0.0,-2.0,-1.0,3.0,-11.0,-9.0,1,-26.0,-6.0,0,0,1,0,9,34,34,Home Loss,1.0,2.0,-1.0,3.0
Brighton,Burnley,2021/2022,2022-02-19,K Friend,0.0,-1.0,1.0,2.0,1.0,-3.0,1.0,0.0,-1.0,3.0,19.0,-10,16.0,7.0,0,0,0,0,7,25,22,Home Loss,0.0,3.0,-3.0,3.0
Leeds,Burnley,2021/2022,2022-01-02,P Tierney,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,-2.0,1.0,-7.0,5.0,-2,5.0,4.0,0,0,0,0,6,19,17,Home Win,3.0,1.0,2.0,4.0
Brentford,Burnley,2021/2022,2022-03-12,P Tierney,0.0,-1.0,1.0,-1.0,-2.0,3.0,-1.0,0.0,1.0,-1.0,6.0,-3,-8.0,1.0,0,0,1,0,8,29,27,Home Win,2.0,0.0,2.0,2.0
Man City,Chelsea,2021/2022,2022-01-15,C Pawson,4.0,-4.0,0.0,2.0,-1.0,-1.0,4.0,-4.0,0.0,14.0,10.0,-2,26.0,10.0,1,1,0,0,6,22,22,Home Win,1.0,0.0,1.0,1.0
Aston Villa,Chelsea,2021/2022,2021-12-26,M Atkinson,-1.0,-2.0,3.0,-2.0,-1.0,3.0,1.0,-2.0,1.0,1.0,-16.0,7,-21.0,-12.0,0,1,0,0,5,18,19,Home Loss,1.0,3.0,-2.0,4.0
Everton,Chelsea,2021/2022,2022-05-01,K Friend,0.0,0.0,0.0,-4.0,-1.0,5.0,-1.0,0.0,1.0,-5.0,-37.0,14,-45.0,-22.0,0,1,0,0,10,33,34,Home Win,1.0,0.0,1.0,1.0
Norwich,Chelsea,2021/2022,2022-03-10,M Atkinson,0.0,-3.0,3.0,-2.0,-1.0,3.0,-3.0,0.0,3.0,-16.0,-36.0,17,-12.0,-6.0,0,1,1,0,8,28,27,Home Loss,1.0,3.0,-2.0,4.0
Wolves,Chelsea,2021/2022,2021-12-19,D Coote,0.0,-1.0,1.0,-3.0,2.0,1.0,-1.0,0.0,1.0,-2.0,-13.0,5,-56.0,-22.0,0,1,0,0,5,18,18,Draw,0.0,0.0,0.0,0.0
Man United,Chelsea,2021/2022,2022-04-28,M Dean,1.0,1.0,-2.0,-3.0,0.0,3.0,-2.0,1.0,1.0,-9.0,-11.0,3,-31.0,-8.0,1,1,0,0,9,35,33,Draw,1.0,1.0,0.0,2.0
West Ham,Chelsea,2021/2022,2021-12-04,A Marriner,-1.0,0.0,1.0,-2.0,1.0,1.0,-1.0,-1.0,2.0,-5.0,-9.0,4,-37.0,-3.0,0,1,0,0,5,15,15,Home Win,3.0,2.0,1.0,5.0
Southampton,Chelsea,2021/2022,2022-04-09,K Friend,0.0,-2.0,2.0,-1.0,0.0,1.0,-3.0,1.0,2.0,-9.0,-23.0,8,15.0,2.0,0,1,0,0,9,31,30,Home Loss,0.0,6.0,-6.0,6.0
Crystal Palace,Chelsea,2021/2022,2022-02-19,D Coote,1.0,-3.0,2.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-4.0,-21.0,10,-8.0,-2.0,0,1,0,0,7,25,25,Home Loss,0.0,1.0,-1.0,1.0
Leicester,Chelsea,2021/2022,2021-11-20,P Tierney,-2.0,1.0,1.0,-2.0,0.0,2.0,-2.0,1.0,1.0,-12.0,-11.0,9,-26.0,0.0,0,1,0,0,4,12,12,Home Loss,0.0,3.0,-3.0,3.0
Burnley,Chelsea,2021/2022,2022-03-05,A Marriner,0.0,-2.0,2.0,-1.0,-1.0,2.0,0.0,-1.0,1.0,-1.0,-29.0,15,-11.0,-4.0,0,1,0,0,8,26,26,Home Loss,0.0,4.0,-4.0,4.0
Watford,Chelsea,2021/2022,2021-12-01,D Coote,-2.0,0.0,2.0,-2.0,-1.0,3.0,-1.0,-2.0,3.0,-11.0,-17.0,15,-34.0,-11.0,0,1,1,0,5,14,14,Home Loss,1.0,2.0,-1.0,3.0
Brighton,Chelsea,2021/2022,2022-01-18,K Friend,0.0,-1.0,1.0,-2.0,3.0,-1.0,1.0,-1.0,0.0,1.0,-15.0,6,28.0,5.0,0,1,0,0,6,21,23,Draw,1.0,1.0,0.0,2.0
Leeds,Chelsea,2021/2022,2022-05-11,A Taylor,-2.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-33.0,14,-53.0,-10.0,0,1,0,0,10,36,36,Home Loss,0.0,3.0,-3.0,3.0
Newcastle,Crystal Palace,2021/2022,2022-04-20,T Harrington,5.0,-2.0,-3.0,0.0,-1.0,1.0,0.0,-2.0,2.0,-8.0,0.0,3,13.0,-1.0,0,0,0,0,9,33,32,Home Win,1.0,0.0,1.0,1.0
Aston Villa,Crystal Palace,2021/2022,2022-05-15,C Kavanagh,1.0,-3.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3,-5.0,4.0,0,0,0,0,10,36,36,Draw,1.0,1.0,0.0,2.0
Everton,Crystal Palace,2021/2022,2022-05-19,A Taylor,2.0,-2.0,0.0,-1.0,-1.0,2.0,0.0,-1.0,1.0,-2.0,-9.0,5,-18.0,-6.0,0,0,0,0,10,37,37,Home Win,3.0,2.0,1.0,5.0
Norwich,Crystal Palace,2021/2022,2022-02-09,P Tierney,-1.0,0.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,-3.0,-8.0,6,-12.0,-5.0,0,0,1,0,7,23,23,Draw,1.0,1.0,0.0,2.0
Wolves,Crystal Palace,2021/2022,2022-03-05,A Madley,1.0,0.0,-1.0,3.0,-3.0,0.0,1.0,-3.0,2.0,-2.0,10.0,-6,13.0,0.0,0,0,0,0,8,27,28,Home Loss,0.0,2.0,-2.0,2.0
Man United,Crystal Palace,2021/2022,2021-12-05,C Pawson,-1.0,-2.0,3.0,2.0,-2.0,0.0,0.0,0.0,0.0,-3.0,5.0,-5,-15.0,-1.0,1,0,0,0,5,15,15,Home Win,1.0,0.0,1.0,1.0
Tottenham,Crystal Palace,2021/2022,2021-12-26,J Moss,1.0,-1.0,0.0,1.0,-2.0,1.0,2.0,1.0,-3.0,7.0,6.0,-7,8.0,4.0,1,0,0,0,5,16,18,Home Win,3.0,0.0,3.0,3.0
Southampton,Crystal Palace,2021/2022,2022-04-30,J Gillett,1.0,-2.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-8.0,2.0,0,5.0,0.0,0,0,0,0,9,35,34,Home Loss,1.0,2.0,-1.0,3.0
Leicester,Crystal Palace,2021/2022,2022-04-10,R Jones,2.0,0.0,-2.0,-1.0,-3.0,4.0,0.0,-1.0,1.0,-6.0,0.0,-1,15.0,-3.0,0,0,0,0,9,29,31,Home Win,2.0,1.0,1.0,3.0
Burnley,Crystal Palace,2021/2022,2021-11-20,S Hooper,0.0,-2.0,2.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-4.0,-7.0,6,-13.0,-3.0,0,0,0,0,4,12,12,Draw,3.0,3.0,0.0,6.0
Watford,Crystal Palace,2021/2022,2022-02-23,A Marriner,-2.0,-1.0,3.0,0.0,-1.0,1.0,1.0,-2.0,1.0,-2.0,-8.0,6,12.0,1.0,0,0,1,0,7,25,26,Home Loss,1.0,4.0,-3.0,5.0
Brighton,Crystal Palace,2021/2022,2022-01-14,R Jones,-2.0,1.0,1.0,-1.0,3.0,-2.0,0.0,1.0,-1.0,1.0,4.0,-3,0.0,-2.0,0,0,0,0,6,20,21,Draw,1.0,1.0,0.0,2.0
Leeds,Crystal Palace,2021/2022,2021-11-30,K Friend,-1.0,-1.0,2.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-3.0,-4.0,6,16.0,3.0,0,0,0,0,4,14,14,Home Win,1.0,0.0,1.0,1.0
Brentford,Crystal Palace,2021/2022,2022-02-12,S Hooper,0.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,-2.0,3.0,-11.0,-2.0,2,-19.0,-7.0,0,0,1,0,7,25,24,Draw,0.0,0.0,0.0,0.0
Newcastle,Man City,2021/2022,2021-12-19,M Atkinson,-3.0,2.0,1.0,-4.0,1.0,3.0,-4.0,1.0,3.0,-19.0,-31.0,18,-64.0,-39.0,0,1,0,0,5,18,18,Home Loss,0.0,4.0,-4.0,4.0
